Print File Name,Date,Total Print Time,Estimated Material Area (in),Estimated Material Length,Print Length,Print Area,Estimated Percentage of Waste,Material,Ink Consumption cc sq ft,Printer,Minutes of Print Time,Total Ink Used For Print,Day of Week,Empty Space
Wright Construction 20 ft trailer 1_HPW54.eps,2024-06-18,0 days 01:02:02,14818.0,274.42,214.4165354,9764.816038,0.3410165988662437,"High Performance White 54""",1.014935249,Roland,62.03333333333333,68.82399997893559,Tuesday,5053.183961999999
Wright Construction Door logo 6 25 24_HPW30.eps,2024-06-27,0 days 00:02:56,1201.0,40.04,10.04173228,269.450514,0.7756448676103247,"High Performance White 30""",0.2458336376,Roland,2.933333333333333,0.4600000000681231,Thursday,931.549486
Wright Conts 14 x4 Police Pricinct 2 banner 5 21 24_BAN54.eps,2024-05-22,0 days 00:41:00,9993.24,185.06,170.0555118,8512.21568,0.14820261696907114,"Banner 54""",1.307521381,Roland,41.0,77.29100000891287,Wednesday,1481.0243200000004
WWT - 8x20 EE Decals 2 of each 7-8-24_&_St Joseph Academy Tennis_HPW54.eps,2024-07-09,0 days 00:12:03,3518.0,65.15,35.15275591,1827.445079,0.4805443209209778,"High Performance White 54""",0.4305552101,Roland,12.05,5.463999999549001,Tuesday,1690.554921
WWT Decals for signs 3-5-24_INT54.eps,2024-03-05,0 days 00:19:58,5033.0,93.19,48.19448819,2372.895472,0.5285325905026823,"Intermediate White 54""",0.363141154,Roland,19.966666666666665,5.98400000016288,Tuesday,2660.104528
WWT Decals for signsv3 3-5-24_INT54.eps,2024-03-06,0 days 00:11:56,2155.0,39.92,24.91653543,1233.015356,0.42783510162412985,"Intermediate White 54""",0.1748299394,Roland,11.933333333333334,1.4969999997829821,Wednesday,921.9846439999999
x4 - Birkel small logo decals 9 12 24.eps_HPW36,2024-02-12,0 days 01:03:51,15002.0,416.72,296.7228346,8217.470219,0.45224168650846547,"High Performance White 36""",1.736102185,Roland,63.85,99.07200001651617,Monday,6784.529780999999
x4 - Bommarito Equip decal Five and 3 quarter by 1 and 3 quarter 2 12 24.eps_HPW60,2024-02-12,0 days 01:24:00,22729.8,378.83,258.8330709,14875.66648,0.34554345044831014,"High Performance White 60""",1.643781947,Roland,84.0,169.80800006539607,Monday,7854.133519999999
Xtreme Tan New Pricing 18x24 Paper Signs FINAL 5-6-24_THP54.eps,2024-05-07,0 days 00:05:01,1864.0,34.51,19.51377953,966.2009773,0.48165183621244634,"Thick Paper/ Heavy Paper 54""",1.078583053,Roland,5.016666666666667,7.2369999993598455,Tuesday,897.7990227
zero pest magnets_MAG24.eps,2024-05-17,0 days 00:12:00,1883.0,78.44,48.44409449,1114.195101,0.40828725385023895,"Magnet 24""",0.9861109596,Roland,12.0,7.630000001588395,Friday,768.804899
_Tow_Zone_10_of_each_3-28-24_ALMR,2024-03-28,0 days 00:39:08,4320.0,90.0,90.0,4320.0,0.0,Reflective Aluminum 4' x 8' sheet,1.638095,HP,39.13333333333333,49.14285,Thursday,0.0
0_APR_18x24__5-15-24_CORPL1824,2024-05-15,0 days 00:13:50,2592.0,144.0,144.0,2592.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,13.833333333333334,29.48571,Wednesday,0.0
01_24x36_custom_Shuttle_Stop_Signs_with_custom_Riders_to_attach_5x24___CORPLS,2024-04-16,0 days 00:08:28,3456.0,72.0,72.0,3456.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,8.466666666666667,39.314280000000004,Tuesday,0.0
01_DNI_Twin_Chimneys_Pool_Signs_4_8_24_ALMS063,2024-04-17,0 days 00:19:11,3960.0,90.0,90.0,3960.0,0.0,Aluminum .063,1.638095,HP,19.183333333333334,45.0476125,Wednesday,0.0
02_24x36_custom_Shuttle_Stop_Signs_with_custom_Riders_to_attach_5x24__CORPLS,2024-04-16,0 days 00:11:35,3456.0,72.0,72.0,3456.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,11.583333333333334,39.314280000000004,Tuesday,0.0
02_DNI_Twin_Chimneys_Pool_Signs_4_8_24_ALMS063,2024-04-17,0 days 00:19:13,4420.8,92.1,92.1,4420.8,0.0,Aluminum .063,1.638095,HP,19.216666666666665,50.289516500000005,Wednesday,0.0
03_DNI_Twin_Chimneys_Pool_Signs_4_8_24_ALMS063,2024-04-17,0 days 00:10:05,900.0,30.0,30.0,900.0,0.0,Aluminum .063,1.638095,HP,10.083333333333334,10.23809375,Wednesday,0.0
1__18X24_Giveaway_Signs_DF__4-2-24_CORPL1824,2024-04-03,0 days 00:07:30,864.0,48.0,48.0,864.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,7.5,9.828570000000001,Wednesday,0.0
1__2024_8th_grade_cingrats_signs_FINAL_Sheet_one_3-4-24_CORPLS,2024-03-07,0 days 00:20:12,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,20.2,49.14285,Thursday,0.0
1__2x_-_Pro_Pool_no_lifeguard_after_dark4_1_24_ALMS3,2024-04-01,0 days 00:38:18,3960.0,90.0,90.0,3960.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,38.3,45.0476125,Monday,0.0
1__5x_-_Family_Golf_Sponsorship_coros_23_x_40_CORPLS~1,2024-04-02,0 days 00:47:47,18423.0,400.5,400.5,18423.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,47.78333333333333,209.57377906250002,Tuesday,0.0
1__All_Golf_Signs_4-5-24_CORPLS,2024-04-09,0 days 00:09:00,2884.8,60.1,60.1,2884.8,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,9.0,32.81650316666667,Tuesday,0.0
1__Bellerive_Raquets_Parking_Signs_3_9_24_ALMR,2024-03-11,0 days 00:16:43,864.0,18.0,18.0,864.0,0.0,Reflective Aluminum 4' x 8' sheet,1.638095,HP,16.716666666666665,9.828570000000001,Monday,0.0
1__Greater_St._Louis_Book_Fair_Signs_4_24_24_CORPLS,2024-04-24,0 days 00:12:39,4224.0,96.0,96.0,4224.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,12.65,48.05078666666667,Wednesday,0.0
1__McCarthy_x4_trucks_Entering_and_Leaving_4x4_Need_8__2-28-24_ALMS3,2024-03-01,0 days 01:24:55,18432.0,384.0,384.0,18432.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,84.91666666666667,209.67616,Friday,0.0
1__Prizes_3-5-24_CORPLS,2024-03-11,0 days 00:14:55,4608.0,96.0,96.0,4608.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,14.916666666666666,52.41904,Monday,0.0
1__Thunder_Valley_12_x_18_2_15_24_ALM1218,2024-02-16,0 days 00:08:00,648.0,0.0,0.0,648.0,0.0,Aluminum 12 x 18 sheets,1.638095,HP,8.0,7.3714275,Friday,0.0
1__Villa_Rustic_Rodeo_18_x24_2_7_24_CORPL1824,2024-02-12,0 days 00:19:29,1296.0,0.0,0.0,1296.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,19.483333333333334,14.742855,Monday,0.0
1__west_community_-_24x24_set_1_2-22-24_PVC6,2024-02-28,0 days 00:18:07,4608.0,96.0,96.0,4608.0,0.0,PVC 6mm 4' x 8' sheet,1.638095,HP,18.116666666666667,52.41904,Wednesday,0.0
1__x12_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,2024-02-08,0 days 01:50:32,38400.0,0.0,0.0,38400.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,110.53333333333333,436.8253333333334,Thursday,0.0
1__x6_-_Various_Marker_Signs_20x40_need_25_of_each_2-1-24_CORPLS,2024-03-07,0 days 00:59:02,19200.0,480.0,480.0,19200.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,59.03333333333333,218.4126666666667,Thursday,0.0
1_12X18_Hole_Sponsor_Signs_5-1-24_CORPL23,2024-05-01,0 days 00:08:22,867.6,24.1,24.1,867.6,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,8.366666666666667,9.869522375,Wednesday,0.0
1_18x24_Meetings_Dues_Sign_4-30-24_CORPL1824,2024-04-30,0 days 00:06:15,1814.4,75.6,75.6,1814.4,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,6.25,20.639997000000005,Tuesday,0.0
1_DNI_18_X24_Adult_Pool_Area_signs_ALM1824,2024-05-22,0 days 00:09:07,432.0,18.0,18.0,432.0,0.0,Aluminum 18 x 24 sheets,1.638095,HP,9.116666666666667,4.9142850000000005,Wednesday,0.0
1_Friendship_Village_SNR_Delivery_coros_5_30_24_CORPL1824,2024-05-31,0 days 00:04:19,3969.0,220.5,220.5,3969.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,4.316666666666666,45.1499934375,Friday,0.0
1_hiring_vinyl_signs_CORPL23,2024-04-18,0 days 00:04:00,2592.0,72.0,72.0,2592.0,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,4.0,29.48571,Thursday,0.0
1_McCarthy_4.23.24_ALMS3,2024-04-26,0 days 01:19:47,18432.0,384.0,384.0,18432.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,79.78333333333333,209.67616,Friday,0.0
1_Pool_Signs_ALL_5-22-24_ALMS08,2024-05-22,0 days 00:05:56,616.0,44.0,44.0,616.0,0.0,Aluminum .08 4' x 8' sheet,1.638095,HP,5.933333333333334,7.007406388888889,Wednesday,0.0
1_SSM_Sponsor_Signs_CORPL1824,2024-04-15,0 days 00:05:48,864.0,36.0,36.0,864.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,5.8,9.828570000000001,Monday,0.0
1_WWT_-_Various_Ship_Recieve_signs_4-25-24_ALMS08,2024-05-02,0 days 00:18:12,4608.0,96.0,96.0,4608.0,0.0,Aluminum .08 4' x 8' sheet,1.638095,HP,18.2,52.41904,Thursday,0.0
1-3x4__2-2x3_golf_signs_6-14-24_UFS,2024-06-18,0 days 00:11:31,3460.8,72.0,72.0,3460.8,0.0,Ultra Foam Sheet 4' x 8',1.638095,HP,11.516666666666667,39.36888316666667,Tuesday,0.0
1-Various_Signs_McCarthy_8-15-24_No_Tres_14x10_ALMS3,2024-08-20,0 days 00:21:20,4608.0,96.0,96.0,4608.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.672875,HP,21.333333333333332,53.532,Tuesday,0.0
10__McCarthy_BLOCK_25-32_24x24_signs_2-28-24_ALMS3,2024-03-05,0 days 00:19:28,4608.0,96.0,96.0,4608.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,19.466666666666665,52.41904,Tuesday,0.0
10073_manchester_4x6_signs_8-14-24_ALMS6,2024-08-15,0 days 00:44:12,6912.0,144.0,144.0,6912.0,0.0,Aluminum 6mm acm 4' x 8' sheet,2.397333333,HP,44.2,115.071999984,Thursday,0.0
10x12 Private Property Need 9 7-22-24 & nativeplantsign need 3 10.5x6  7-22-24_ALMS08,2024-07-23,0 days 00:10:01,1299.6,36.1,36.1,1299.6,0.0,Aluminum .08 4' x 8' sheet,0.5670914127,HP,10.016666666666667,5.117999999617499,Tuesday,0.0
10x14_NOTICE_signs_Need_20_total_3-19-24_ALMS08~1,2024-03-20,0 days 00:14:07,2800.0,70.0,70.0,2800.0,0.0,Aluminum .08 4' x 8' sheet,1.638095,HP,14.116666666666667,31.851847222222222,Wednesday,0.0
11__McCarthy_BLOCK_33-40_24x24_signs_2-28-24_ALMS3,2024-03-05,0 days 00:18:13,4608.0,96.0,96.0,4608.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,18.216666666666665,52.41904,Tuesday,0.0
12__McCarthy_x2_-Be_Prepared_To_Stop_36x36_Need_4__2-28-24_ALMS3,2024-03-05,0 days 00:27:58,5256.0,144.0,144.0,5256.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,27.966666666666665,59.790467500000005,Tuesday,0.0
12_X_18_RESERVED_15_year_Resident_6-26-24_ALM1218,2024-06-27,0 days 00:07:21,216.0,12.0,12.0,216.0,0.0,Aluminum 12 x 18 sheets,1.001333333,HP,7.35,1.5019999995000002,Thursday,0.0
12x18 BY Appointments - Need 4 10-17-24 + 2 - 34x17 Tennant Signs - 10.15.24_ALMS08,2024-10-17,0 days 00:15:58,2496.0,52.0,52.0,2496.0,0.0,Aluminum .08 4' x 8' sheet,0.6789807692,HP,15.966666666666667,11.768999999466665,Thursday,0.0
12x18 Reserved first congregational church of STL 9-3-24 + Smith Mgmt Villas Shady Creek 9-10-24_ALMS08,2024-09-11,0 days 00:20:28,4320.0,90.0,90.0,4320.0,0.0,Aluminum .08 4' x 8' sheet,1.047466667,HP,20.466666666666665,31.424000009999997,Wednesday,0.0
12x18_-_8_appt_signs_SF_6-7-24_CORPLS,2024-06-10,0 days 00:07:52,3460.8,72.0,72.0,3460.8,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,7.866666666666666,39.36888316666667,Monday,0.0
12x18_.080_Alum_5-20-24_ALM1218,2024-05-20,0 days 00:20:35,1944.0,108.0,108.0,1944.0,0.0,Aluminum 12 x 18 sheets,1.638095,HP,20.583333333333332,22.1142825,Monday,0.0
12X18_AAA_Mail_Vehicles_10-7-24_ALM1218,2024-10-07,0 days 00:08:34,432.0,24.0,24.0,432.0,0.0,Aluminum 12 x 18 sheets,1.222666667,HP,8.566666666666666,3.668000001,Monday,0.0
12X18_AAA_parking_Signs_3-26-24_ALMR,2024-03-26,0 days 00:15:02,648.0,18.0,18.0,648.0,0.0,Reflective Aluminum 4' x 8' sheet,1.638095,HP,15.033333333333333,7.3714275,Tuesday,0.0
12x18_Clement_Ford_Parking_sign__4-1-24_ALM1218,2024-04-02,0 days 00:08:07,1296.0,72.0,72.0,1296.0,0.0,Aluminum 12 x 18 sheets,1.638095,HP,8.116666666666667,14.742855,Tuesday,0.0
12x18_Clement_Ford_Staff_Parking__6-10-24_ALM1218,2024-06-11,0 days 00:13:47,1296.0,72.0,72.0,1296.0,0.0,Aluminum 12 x 18 sheets,1.638095,HP,13.783333333333333,14.742855,Tuesday,0.0
12x18_Customer_Parking_logo_sign_9-19-24_ALMS08~2,2024-09-24,0 days 00:12:27,1379.4,36.3,36.3,1379.4,0.0,Aluminum .08 4' x 8' sheet,1.786689865,HP,12.45,17.114999998479167,Tuesday,0.0
12x18_Family_Parking_Signs_6-5-24_P2 & P1_ALM1218~1,2024-06-06,0 days 00:07:19,216.0,12.0,12.0,216.0,0.0,Aluminum 12 x 18 sheets,1.638095,HP,7.316666666666666,2.4571425000000002,Thursday,0.0
12x18_Need_7_Sponsor_Signs_8-28-24_+_Republic_services_Golf_8_22_24_CORPLS,2024-08-30,0 days 00:18:06,4603.2,95.9,95.9,4603.2,0.0,Corragated Plastic 4' x 8' sheet,0.6703858186,HP,18.1,21.430000001246665,Friday,0.0
12x18_NHC_PARKING__5-3-24_ALM1218,2024-06-10,0 days 08:00:00,648.0,36.0,36.0,648.0,0.0,Aluminum 12 x 18 sheets,1.638095,HP,480.0,7.3714275,Monday,0.0
12x18_NO_STORAGE_4-12-24_ALM1218,2024-04-16,0 days 00:09:21,1080.0,60.0,60.0,1080.0,0.0,Aluminum 12 x 18 sheets,1.638095,HP,9.35,12.2857125,Tuesday,0.0
12x18_VIP_Reserved_Tooth_4-19-24_ALM1218,2024-05-03,0 days 00:06:47,216.0,12.0,12.0,216.0,0.0,Aluminum 12 x 18 sheets,1.638095,HP,6.783333333333333,2.4571425000000002,Friday,0.0
12x18_Warning_Tow_Signs_3-18-24_ALMR,2024-03-18,0 days 00:18:21,864.0,18.0,18.0,864.0,0.0,Reflective Aluminum 4' x 8' sheet,1.638095,HP,18.35,9.828570000000001,Monday,0.0
12x36_Arrows__10-10-24_ALMS3,2024-10-11,0 days 00:19:31,4147.2,96.0,96.0,4147.2,0.0,Aluminum 3mm acm 4' x 8' sheet,1.480729167,HP,19.516666666666666,42.6450000096,Friday,0.0
13__McCarthy_2x_-_4x4_No_Solar_Traffic_need_4_2-29-24_ALMS3,2024-02-29,0 days 00:51:49,9216.0,192.0,192.0,9216.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,51.81666666666667,104.83808,Thursday,0.0
132-2401C_Poster_Cards_Checking__22x28__Need_2__3-13-24_PVC3,2024-03-18,0 days 00:09:52,1232.0,28.0,28.0,1232.0,0.0,PVC 3mm 4' x 8' sheet,1.638095,HP,9.866666666666667,14.014812777777777,Monday,0.0
15.75x21_need_8_Power_tour_signs_6-25-2_ALMS3,2024-06-25,0 days 00:15:36,2650.2,63.1,63.1,2650.2,0.0,Aluminum 3mm acm 4' x 8' sheet,2.156087842,HP,15.6,39.68099999214166,Tuesday,0.0
15X24_SIGN_for_doors_need_2__3-18-24_ALM1824,2024-03-19,0 days 00:06:51,361.5,24.1,24.1,361.5,0.0,Aluminum 18 x 24 sheets,1.638095,HP,6.85,4.112300989583333,Tuesday,0.0
15X24_SIGN_for_doors_need_2__3-18-24_ALMS08,2024-03-19,0 days 00:06:23,723.0,24.1,24.1,723.0,0.0,Aluminum .08 4' x 8' sheet,1.638095,HP,6.383333333333334,8.224601979166666,Tuesday,0.0
16x16_lift_safety_signs_10-1-24_CORPL1824,2024-10-03,0 days 00:05:00,256.0,16.0,16.0,256.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.789875,HP,5.0,3.182,Thursday,0.0
18X24__Coro_Signs__Final_4-12-23_CORPLS,2024-06-11,0 days 00:31:06,8640.0,180.0,180.0,8640.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,31.1,98.2857,Tuesday,0.0
18x24__Exit_Entry_Only__6-28-24_ALM1824,2024-07-01,0 days 00:09:09,864.0,36.0,36.0,864.0,0.0,Aluminum 18 x 24 sheets,2.098,HP,9.15,12.588,Monday,0.0
18x24_and_2x3_signs_9-6-24_CORPL1824,2024-09-09,0 days 00:10:50,1296.0,54.0,54.0,1296.0,0.0,"Corragated Plastic 18"" x 24"" sheet",0.9273333333,HP,10.833333333333334,8.3459999997,Monday,0.0
18X24_BLOCK_PARTY_SIGN__6-28-24_CORPL1824,2024-06-28,0 days 00:06:56,432.0,18.0,18.0,432.0,0.0,"Corragated Plastic 18"" x 24"" sheet",2.862666667,HP,6.933333333333334,8.588000001000001,Friday,0.0
18x24_Clearance_sign_need_2_4-1-24_ALMR,2024-04-03,0 days 00:15:32,864.0,18.0,18.0,864.0,0.0,Reflective Aluminum 4' x 8' sheet,1.638095,HP,15.533333333333333,9.828570000000001,Wednesday,0.0
18x24_Congrats_Pre-K_5-9-24_CORPLS~1,2024-05-09,0 days 00:08:37,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,8.616666666666667,49.14285,Thursday,0.0
18x24_CORO_Sign_New_Need_50_2-29-24_CORPLS,2024-02-29,0 days 01:06:20,21600.0,450.0,450.0,21600.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,66.33333333333333,245.71425000000002,Thursday,0.0
18x24_Coros_5-20-24_1up_CORPL1824,2024-05-21,0 days 00:32:23,10800.0,450.0,450.0,10800.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,32.38333333333333,122.85712500000001,Tuesday,0.0
18x24_Coros_5-20-24_CORPLS,2024-05-20,0 days 00:13:51,8640.0,180.0,180.0,8640.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,13.85,98.2857,Monday,0.0
18x24_Coros_5-20-24_CORPLS_2,2024-05-20,0 days 00:05:43,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,5.716666666666667,49.14285,Monday,0.0
18x24_EV_Shuttles_ALM1824,2024-03-06,0 days 00:08:34,1728.0,72.0,72.0,1728.0,0.0,Aluminum 18 x 24 sheets,1.638095,HP,8.566666666666666,19.657140000000002,Wednesday,0.0
18x24_Fire_police_training_sign_9-25-24_CORPLS~1,2024-09-25,0 days 00:26:08,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,3.636433333,HP,26.133333333333333,109.09299999,Wednesday,0.0
18x24_Flag_Sign_with_logos_4-21-23_CORPL1824~1,2024-05-22,0 days 00:09:23,4010.4,167.1,167.1,4010.4,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,9.383333333333333,45.620945750000004,Wednesday,0.0
18x24_House_For_Sale_Signs__4-25-24_S1_CORPL1824,2024-04-29,0 days 00:09:47,1735.2,96.4,96.4,1735.2,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,9.783333333333333,19.73904475,Monday,0.0
18x24_House_For_Sale_Signs__4-25-24_S2_CORPL1824,2024-04-29,0 days 00:09:47,433.8,24.1,24.1,433.8,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,9.783333333333333,4.9347611875,Monday,0.0
18x24_LEXI_5-14-24_CORPL1824,2024-05-14,0 days 00:02:48,432.0,24.0,24.0,432.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,2.8,4.9142850000000005,Tuesday,0.0
18x24_MENU_Final_6-18-24_ALMS3,2024-06-21,0 days 00:08:08,432.0,18.0,18.0,432.0,0.0,Aluminum 3mm acm 4' x 8' sheet,0.03066666667,HP,8.133333333333333,0.09200000001,Friday,0.0
18X24_Parkway_School_Bus_Driver_For_Hire_5-3-24_CORPLS,2024-05-03,0 days 01:05:55,21600.0,450.0,450.0,21600.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,65.91666666666667,245.71425000000002,Friday,0.0
18x24_Pedicure_$5_Yard_Signs_3-22-24_CORPL1824,2024-03-22,0 days 01:35:59,44400.0,1850.0,1850.0,44400.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,95.98333333333333,505.0792916666667,Friday,0.0
18x24_PLEASE_HELP_US__need_4__9-11-24_CORPL1824,2024-09-12,0 days 00:26:32,1728.0,72.0,72.0,1728.0,0.0,"Corragated Plastic 18"" x 24"" sheet",9.276333333,HP,26.533333333333335,111.315999996,Thursday,0.0
18x24_Private_Property_Sign_3-27-24_ALM1824,2024-03-28,0 days 00:10:19,1728.0,72.0,72.0,1728.0,0.0,Aluminum 18 x 24 sheets,1.638095,HP,10.316666666666666,19.657140000000002,Thursday,0.0
18x24_Shower_Sign_4-18-24_UFS,2024-04-19,0 days 00:05:04,432.0,18.0,18.0,432.0,0.0,Ultra Foam Sheet 4' x 8',1.638095,HP,5.066666666666666,4.9142850000000005,Friday,0.0
18x24_yard_signs__9-25-24_CORPLS,2024-10-01,0 days 00:15:00,4612.8,96.1,96.1,4612.8,0.0,Corragated Plastic 4' x 8' sheet,0.8788345473,HP,15.0,28.151999998509996,Tuesday,0.0
18x24_yard_signs_4-11-22_CORPLS,2024-03-12,0 days 00:52:09,8640.0,180.0,180.0,8640.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,52.15,98.2857,Tuesday,0.0
18x24_yard_signs_6-25-24_CORPLS,2024-06-05,0 days 00:54:59,12960.0,270.0,270.0,12960.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,54.983333333333334,147.42855,Wednesday,0.0
18x24_yard_signs_8-28-23_CORPLS,2024-09-12,0 days 01:45:15,12960.0,270.0,270.0,12960.0,0.0,Corragated Plastic 4' x 8' sheet,9.744033333,HP,105.25,876.96299997,Thursday,0.0
18x24_yard_signs_ONE__11-1-22_CORPLS,2024-03-12,0 days 00:17:12,11088.0,462.0,462.0,11088.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,17.2,126.13331500000001,Tuesday,0.0
1A__2x3_dF_coro_signs_2_of_each_3-26-24_CORPL23,2024-03-26,0 days 00:13:54,864.0,24.0,24.0,864.0,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,13.9,9.828570000000001,Tuesday,0.0
1B__2x3_dF_coro_signs_2_of_each_3-26-24_CORPL23,2024-03-26,0 days 00:07:18,864.0,24.0,24.0,864.0,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,7.3,9.828570000000001,Tuesday,0.0
1x_Spring_Charity_Lug_On_19.5x19.5__Need_17_total__3-13-24_CORPLS,2024-03-18,0 days 00:05:15,380.25,19.5,19.5,380.25,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,5.25,4.325594609375,Monday,0.0
2__18X24_Giveaway_Signs_DF__4-2-24_CORPL1824,2024-04-03,0 days 00:07:29,864.0,48.0,48.0,864.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,7.483333333333333,9.828570000000001,Wednesday,0.0
2__1x_-_Pro_Pool_no_lifeguard_after_dark4_1_24_ALMS3,2024-04-01,0 days 00:14:22,3364.2,80.1,80.1,3364.2,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,14.366666666666667,38.269994437499996,Monday,0.0
2__2x_-_Family_Golf_Sponsorship_coros_23_x_40_CORPLS,2024-04-02,0 days 00:20:09,7385.22,160.2,160.2,7385.22,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,20.15,84.01174969375,Tuesday,0.0
2__All_Golf_Signs_4-5-24_CORPLS,2024-04-09,0 days 00:09:51,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,9.85,49.14285,Tuesday,0.0
2__Bellerive_Raquets_Parking_Signs_3_9_24_ALMR,2024-03-11,0 days 00:07:40,432.0,24.0,24.0,432.0,0.0,Reflective Aluminum 4' x 8' sheet,1.638095,HP,7.666666666666667,4.9142850000000005,Monday,0.0
2__Greater_St._Louis_Book_Fair_Signs_4_24_24_CORPLS,2024-04-24,0 days 00:11:09,4224.0,96.0,96.0,4224.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,11.15,48.05078666666667,Wednesday,0.0
2__McCarthy_x6_Danger_Overhead_Power_Lines___4x4_Need_12__2-28-24_ALMS3,2024-03-01,0 days 02:08:57,27648.0,576.0,576.0,27648.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,128.95,314.51424000000003,Friday,0.0
2__Prizes_3-5-24_CORPLS,2024-03-11,0 days 00:09:40,4136.0,94.0,94.0,4136.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,9.666666666666666,47.049728611111114,Monday,0.0
2__Thru_April_12_NEED_32_22X6_coro_signs__SF__2-16-24_CORPLS~1,2024-02-16,0 days 00:03:39,792.0,0.0,0.0,792.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,3.65,9.009522500000001,Friday,0.0
2__west_community_-_24x24_set_1_2-22-24_PVC6,2024-02-28,0 days 00:16:49,4608.0,96.0,96.0,4608.0,0.0,PVC 6mm 4' x 8' sheet,1.638095,HP,16.816666666666666,52.41904,Wednesday,0.0
2__x_3_Thunder_Valley_12_x_18_2_15_24_ALM1218,2024-02-16,0 days 00:04:51,648.0,0.0,0.0,648.0,0.0,Aluminum 12 x 18 sheets,1.638095,HP,4.85,7.3714275,Friday,0.0
2__x12_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,2024-02-08,0 days 01:59:33,38400.0,0.0,0.0,38400.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,119.55,436.8253333333334,Thursday,0.0
2__x6_-_Various_Marker_Signs_20x40_need_25_of_each_2-1-24_CORPLS,2024-03-08,0 days 01:06:09,19200.0,480.0,480.0,19200.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,66.15,218.4126666666667,Friday,0.0
2_12X18_Hole_Sponsor_Signs_5-1-24_CORPL23,2024-05-01,0 days 00:08:22,867.6,24.1,24.1,867.6,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,8.366666666666667,9.869522375,Wednesday,0.0
