Print File Name,Date,Total Print Time,Estimated Material Area (in),Estimated Material Length,Print Length,Print Area,Estimated Percentage of Waste,Material,Ink Consumption cc sq ft,Printer,Minutes of Print Time,Total Ink Used For Print,Day of Week,Empty Space
gerber_collison & glass_window &  Wash U Quad Brasas_HPW24.eps,5/17/2024,0 days 00:13:01,2279,94.96,64.95826772,1326.222775,0.418068111,"High Performance White 24""",0.910978173,Roland,13.01666667,8.390000003,Friday,952.777225
gerber_collison & glass_window_No Cut_HPW60.eps,5/17/2024,0 days 00:20:55,5595,93.25,63.25,3653.559055,0.346995701,"High Performance White 60""",1.612490153,Roland,20.91666667,40.912,Friday,1941.440945
Gershman Commercial Sole Print_door vinyl 11_HPW24.eps,7/15/2024,0 days 00:08:58,1470,61.24,31.23622047,579.1613398,0.606012694,"High Performance White 24""",1.134771876,Roland,8.966666667,4.564,Monday,890.8386602
GMB 4X4 LOGO BANN 3 14 24_BAN54.eps,3/18/2024,0 days 00:12:03,3510,65,50,2500,0.287749288,"Banner 54""",1.5928704,Roland,12.05,27.654,Monday,1010
Grateful and Thankful 3x30 banner 5-23-22_BAN38.eps,4/3/2024,0 days 01:18:57,14326,377,362.0023622,13249.28646,0.075158002,"Banner 38""",1.643883848,Roland,78.95,151.2520001,Wednesday,1076.71354
Greater St Louis Book Fair 2024 & Intergated & KUMC - Decal May 18 - 4-15-24_INT30.eps,4/16/2024,0 days 00:19:01,1870,62.32,47.31929134,1222.402606,0.346308767,"Intermediate White 30""",0.268703616,Roland,19.01666667,2.280999999,Tuesday,647.597394
Greater St Louis Book Fair 2024 A) Banner_BAN38.eps,4/23/2024,0 days 00:13:59,3383.14,89.03,74.02755906,1926.756665,0.430482728,"Banner 38""",0.3927429,Roland,13.98333333,5.255,Tuesday,1456.383335
Greater St. Louis Book Fair Signs 4 24 24_RUB36.eps,4/24/2024,0 days 00:05:55,1420,39.46,24.45826772,698.0717,0.508400211,"Roll-up Banner 36""",0.614928237,Roland,5.916666667,2.981,Wednesday,721.9283
Ground post sign_HPW54.eps,5/14/2024,0 days 00:17:02,4972,92.07,62.06929134,3004.324758,0.395751255,"High Performance White 54""",0.685747436,Roland,17.03333333,14.307,Tuesday,1967.675242
GYM Sponsor 2024 new 4x8   6-12-24_BAN54.eps,6/18/2024,0 days 00:24:03,6102.54,113.01,98.01377953,4902.03956,0.196721437,"Banner 54""",1.628021133,Roland,24.05,55.42099999,Tuesday,1200.50044
H car carbon fiber final_HPW54.eps,8/30/2024,0 days 00:22:01,4943,91.54,61.54173228,2880.492277,0.417258289,"High Performance White 54""",1.565682379,Roland,22.01666667,31.31900001,Friday,2062.507723
Handicap Fine Chase_RFV48.eps,3/7/2024,0 days 00:15:56,2691,56.07,26.06929134,665.8445967,0.75256611,Reflective Vinyl,0.339106154,Roland,15.93333333,1.568,Thursday,2025.155403
Handicap Fine Chase2_RFV48.eps,3/7/2024,0 days 00:06:01,1724,35.92,5.916535433,140.0238955,0.918779643,Reflective Vinyl,0.317774333,Roland,6.016666667,0.309,Thursday,1583.976105
Hard Hat Decals 6-28-24_HPW36.eps,6/28/2024,0 days 00:07:01,1941,53.92,23.91653543,819.1413386,0.577979733,"High Performance White 36""",0.382351598,Roland,7.016666667,2.175,Friday,1121.858661
Heiland banner.eps_BAN54,2/26/2024,0 days 00:28:02,9367.38,173.47,158.4720472,5704.993701,0.390972321,"Banner 54""",0.547326809,Roland,28.03333333,21.684,Monday,3662.386299
Hesse LOGO Final 5in NEW_HPW36.eps,8/28/2024,0 days 00:03:56,1304,36.22,6.222047244,38.71387191,0.970311448,"High Performance White 36""",0.736480197,Roland,3.933333333,0.198,Wednesday,1265.286128
Higgins Strong Decals 1-1.5-2 9-16-24_v2_INT30.pdf,9/16/2024,0 days 00:20:56,2395,79.85,64.84724409,1402.308888,0.414484807,"Intermediate White 30""",0.381793202,Roland,20.93333333,3.717999999,Monday,992.691112
HOCKEY Banner 34x120_BAN38.eps,9/18/2024,0 days 00:23:57,5206.38,137.01,122.0137795,4167.106829,0.199615313,"Banner 38""",0.815080616,Roland,23.95,23.587,Wednesday,1039.273171
Home Plate Decal 8-1-24_HTV54.eps,8/6/2024,0 days 00:05:58,2336.04,43.26,13.26377953,175.9278474,0.924689711,High Tack Vinyle,0.748943399,Roland,5.966666667,0.915,Tuesday,2160.112153
HOTWORX_HPW30.eps,4/2/2024,0 days 00:16:59,2889,96.31,66.30551181,1728.537705,0.401683037,"High Performance White 30""",0.579819577,Roland,16.98333333,6.960000001,Tuesday,1160.462295
HPW24_Propane.eps,2/27/2024,0 days 00:05:03,1136,47.32,17.31929134,261.9508722,0.769409443,"High Performance White 24""",0.544224185,Roland,5.05,0.99,Tuesday,874.0491278
Hyundai Now Open Banner 5-21-24_BAN54.eps,5/22/2024,0 days 00:29:04,7726.32,143.08,128.0830709,4868.921617,0.369826565,"Banner 54""",1.331777447,Roland,29.06666667,45.03000001,Wednesday,2857.398383
Ilos Van logos 4 11 24_& Enterprise Key Drop Box Signs HPW36.eps,4/16/2024,0 days 00:18:02,2940,81.67,51.66653543,1574.385109,0.464494861,"High Performance White 36""",0.224636271,Roland,18.03333333,2.456,Tuesday,1365.614891
Ilos Van logos 4 11 24_part2_HPW36.eps,4/29/2024,0 days 00:06:02,1750,48.6,18.59724409,533.8946623,0.694917336,"High Performance White 36""",0.337954306,Roland,6.033333333,1.253,Monday,1216.105338
Incentive Concepts logo_ADDITIONAL_HPW36.eps,7/15/2024,0 days 00:26:59,4502,125.04,95.04173228,3096.751498,0.312138717,"High Performance White 36""",0.306809249,Roland,26.98333333,6.597999999,Monday,1405.248502
Incentive Concepts_Remake Letters_HPW48.eps,7/3/2024,0 days 00:10:56,3405,70.94,40.93543307,1473.095403,0.567372863,"Water Damaged HP White 54"" to 48""",0.610762886,Roland,10.93333333,6.247999999,Wednesday,1931.904597
INSERTS Small and Large NEW blk-white 9-18-24_RUB36.eps,9/19/2024,0 days 00:09:01,1570,43.62,28.62480315,922.7441957,0.412264844,"Roll-up Banner 36""",1.304786316,Roland,9.016666667,8.360999998,Thursday,647.2558043
Integrate 4x4 Cons Proj 9 6 24_P1_INT54.eps,9/11/2024,0 days 00:21:01,6157,114.01,99.01338583,4868.145143,0.209331632,"Intermediate White 54""",0.312454119,Roland,21.01666667,10.563,Wednesday,1288.854857
Integrate 4x4 Cons Proj 9 6 24_P2_INT54.eps,9/11/2024,0 days 00:21:57,6173,114.32,99.31929134,4883.185457,0.208944523,"Intermediate White 54""",0.227949565,Roland,21.95,7.730000002,Wednesday,1289.814543
Integrate 4x4 Cons Proj 9 6 24_P3_INT54.eps,9/11/2024,0 days 00:32:57,8768,162.38,147.3751969,7313.465133,0.165891294,"Intermediate White 54""",0.258683396,Roland,32.95,13.138,Wednesday,1454.534867
Integrate 4x4 Cons Proj 9 6 24_P4_INT54.eps,9/13/2024,0 days 00:28:02,7791,144.28,99.27795276,4881.152982,0.373488258,"Intermediate White 54""",0.608433297,Roland,28.03333333,20.624,Friday,2909.847018
Integrate Fire arm Tobacco 2x2 signs 9 6 24_INT54.eps,9/12/2024,0 days 00:37:59,10165,188.25,113.2492126,5675.033968,0.441708414,"Intermediate White 54""",2.7129407,Roland,37.98333333,106.9168793,Thursday,4489.966032
Integrate Fire arm Tobacco 2x2 signs 9 6 24_RGB_INT54.eps,9/12/2024,0 days 00:26:00,6382,118.19,88.19409449,4419.496352,0.307506056,"Intermediate White 54""",1.7276507,Roland,26,53.02323588,Thursday,1962.503648
Integrated Facilities Fort Zumwalt RTU # 8 6 24_HPW54.eps,8/6/2024,0 days 00:20:59,4642,85.96,55.95826772,2881.828757,0.379183809,"High Performance White 54""",0.300958896,Roland,20.98333333,6.023,Tuesday,1760.171243
Integrated Zumwalt RYU Only decals 8 7 24_HPW54.eps,8/8/2024,0 days 00:25:59,7273,134.68,104.6807087,4924.320659,0.322931299,"High Performance White 54""",0.339243546,Roland,25.98333333,11.601,Thursday,2348.679341
interior panel vinyl_HPW54.eps,7/9/2024,0 days 00:45:58,9041,167.43,137.4307087,7089.097984,0.215894482,"High Performance White 54""",1.255011007,Roland,45.96666667,61.784,Tuesday,1951.902016
interior wall logos need 2 - 1 up UPDATED 2 & Rischards Building Supply 2024_HPW30.eps,4/15/2024,0 days 00:11:01,3113,57.65,27.65275591,795.7788161,0.744369156,"High Performance White 30""",0.621760708,Roland,11.01666667,3.436,Monday,2317.221184
interior wall logos need 2 UPDATED_HPW54.eps,4/15/2024,0 days 00:58:04,20725,399.52,159.5220472,7566.180944,0.634924924,"High Performance White 54""",5.041843228,Roland,58.06666667,264.9131816,Monday,13158.81906
interior wall logos need 2_HPW30.eps,4/11/2024,0 days 00:13:57,2340,78.01,48.01377953,1331.701872,0.430896636,"High Performance White 30""",0.774011077,Roland,13.95,7.158000002,Thursday,1008.298128
Interlude Butterfly Vinyl Decal for window SURFACE  3-27-24_HPW36.eps,4/9/2024,0 days 00:49:05,10076,279.88,189.8751969,6070.698764,0.397509055,"High Performance White 36""",2.180530531,Roland,49.08333333,91.926,Tuesday,4005.301236
JE Foster Airport Mags 4 2 24_Mag24.eps,4/2/2024,0 days 00:09:58,1585,66.03,36.02755906,795.102697,0.49835792,"Magnet 24""",0.42669205,Roland,9.966666667,2.356,Tuesday,789.897303
JE Foster Bobcat 2 28 24_HPW24.eps,5/8/2024,0 days 00:20:00,3250,135.42,75.41653543,1330.240795,0.59069514,"High Performance White 24""",0.528064868,Roland,20,4.878148822,Wednesday,1919.759205
JE Foster FCI Large wall logo 8 5 24_HPW54.eps,8/6/2024,0 days 00:29:58,8714,161.38,131.3751969,4634.596265,0.468143646,"High Performance White 54""",0.237410971,Roland,29.96666667,7.641,Tuesday,4079.403735
JE Foster Grey Lock Box 50% scale 4 27 24_HPW60.eps,4/30/2024,0 days 01:14:02,20633.4,343.89,283.8889764,16075.1574,0.220915729,"High Performance White 60""",0.846308603,Roland,74.03333333,94.47599998,Tuesday,4558.2426
JE Foster Grey Lock Box 50% scale 6 25 24_HPW60.eps,6/27/2024,0 days 01:12:59,19733.4,328.89,283.8889764,16075.1574,0.185383289,"High Performance White 60""",0.811121887,Roland,72.98333333,90.54799998,Thursday,3658.2426
JE Foster Grey Lock Box 50% scale 7 9 24_HPW60.eps,7/9/2024,0 days 00:52:56,10316.4,171.94,141.9444882,8037.578702,0.220893073,"High Performance White 60""",0.405560943,Roland,52.93333333,22.637,Tuesday,2278.821298
JE Foster Large Wall logo graphic 8 5 24_HPW36.eps,8/6/2024,0 days 00:26:57,4941,137.24,107.2362205,3217.086614,0.348899694,"High Performance White 36""",0.496533725,Roland,26.95,11.093,Tuesday,1723.913386
JE Foster White Door Logos 4 1 24_HPW36.eps,4/2/2024,0 days 00:15:04,2922,81.17,51.16653543,1753.86394,0.399772779,"High Performance White 36""",0.450999637,Roland,15.06666667,5.493,Tuesday,1168.13606
John Dickey inserts NEW 214   9-20-24_RUB36.eps,9/23/2024,0 days 00:04:04,864,24,9,212.6232283,0.753908301,"Roll-up Banner 36""",0.411093372,Roland,4.066666667,0.607,Monday,651.3767717
Just Pilates Door Sign 12x18 FINAL  3-26-24_HPW24.eps,3/26/2024,0 days 00:13:55,2814,71.42,26.41653543,494.9356318,0.824116691,"High Performance White 24""",2.398566447,Roland,13.91666667,8.243999999,Tuesday,2319.064368
Kinner Allie 2024_BAN54.eps,6/3/2024,0 days 00:49:00,6210.54,115.01,100.0137795,3801.901765,0.387830726,"Banner 54""",0.596051171,Roland,49,15.737,Monday,2408.638235
Knights & Ladies Aux Rollup Banner 3-20-24_RUB36.eps,3/21/2024,0 days 00:18:01,3091,103.03,88.02755906,2775.294067,0.102137151,"Roll-up Banner 36""",0.071966428,Roland,18.01666667,1.387,Thursday,315.705933
KUMC  Decal  July13th  6-13-24_INT30.eps,6/13/2024,0 days 00:07:00,879,29.29,14.29173228,369.1993329,0.579978006,"Intermediate White 30""",0.182535541,Roland,7,0.468,Thursday,509.8006671
KUMC Decal March 23rd  2-23-24.eps_HPW36,2/23/2024,0 days 00:07:02,1225,51.06,21.05511811,543.9183582,0.555985014,"High Performance White 36""",0.265275106,Roland,7.033333333,1.002,Friday,681.0816418
KUMC Decal October 19th 9-19-24_INT30.eps,9/19/2024,0 days 00:05:01,888,29.61,14.61102362,377.4476087,0.574946387,"Intermediate White 30""",0.262860322,Roland,5.016666667,0.689,Thursday,510.5523913
LabCorp_HPW24.eps,5/8/2024,0 days 00:04:55,982,40.9,10.90275591,219.2655816,0.776715294,"High Performance White 24""",0.224604334,Roland,4.916666667,0.342,Wednesday,762.7344184
Landmark Builders Sprinter damaged side 250 3 15 24_HPW30.eps,3/18/2024,0 days 00:13:56,2656,88.54,58.54173228,1417.193928,0.466417949,"High Performance White 30""",0.503778619,Roland,13.93333333,4.958000001,Monday,1238.806072
Landmark Builders Sprinter damaged side 250 3 15 24_side_HPW30.eps,3/21/2024,0 days 00:17:02,2948,98.26,68.26377953,1921.813522,0.34809582,"High Performance White 30""",0.541813234,Roland,17.03333333,7.230999999,Thursday,1026.186478
Lexus Cortesy Car Decals 3 8 23_INT54.eps,7/12/2024,0 days 00:43:59,7747,143.46,128.4582677,6067.832481,0.21675068,"Intermediate White 54""",0.664843667,Roland,43.98333333,28.015,Friday,1679.167519
LGW ad DOT Decals 3x15 4-24-24_HPW48.eps,4/24/2024,0 days 00:09:57,2669,55.61,25.61102362,1195.530649,0.552067947,"Water Damaged HP White 54"" to 48""",0.344964807,Roland,9.95,2.864,Wednesday,1473.469351
LittleBessBakery INT decals_INT30.eps,4/4/2024,0 days 00:17:03,2495,83.17,68.16653543,1758.106195,0.295348218,"Intermediate White 30""",0.22516046,Roland,17.05,2.749,Thursday,736.893805
Liz and Courtney B Day Prints 4.30.24_HPW24.eps,5/2/2024,0 days 00:04:00,941,39.21,9.208267717,209.4880906,0.777377162,"High Performance White 24""",1.059267853,Roland,4,1.541,Thursday,731.5119094
LOGO 80x53.33 9-18-24_HPW60.eps,9/19/2024,0 days 00:28:59,7770,129.5,99.5,5429.644488,0.301204056,"High Performance White 60""",0.390310637,Roland,28.98333333,14.717,Thursday,2340.355512
Logo for Front Door Americlock and McShane  4-23-24_HPW24.eps,4/23/2024,0 days 00:07:01,1371,57.13,27.12519685,544.7572506,0.602657002,"High Performance White 24""",0.258258151,Roland,7.016666667,0.977,Tuesday,826.2427494
Luz Landscaping Mags 24x12_MAG24.eps,3/20/2024,0 days 00:05:57,1008,42.01,12.01338583,267.1275662,0.734992494,"Magnet 24""",0.533138538,Roland,5.95,0.989,Wednesday,740.8724338
Machine Unit Number decals 2x ea - 40  6x16  6-26-24_HPW30.eps,6/27/2024,0 days 00:33:00,5873,195.77,165.7685039,4533.246477,0.228120811,"High Performance White 30""",0.397447615,Roland,33,12.512,Thursday,1339.753523
MAGS - Logo Web 6-13-24 & Phillips Route 66_MAG24.eps,6/14/2024,0 days 00:14:58,2319,96.62,66.62480315,1466.663728,0.367544749,"Magnet 24""",1.127227713,Roland,14.96666667,11.481,Friday,852.336272
Mags 12x24 7-16-24_MAG24.eps,7/18/2024,0 days 00:10:58,1584,66,36,836.9858268,0.471599857,"Magnet 24""",0.771109832,Roland,10.96666667,4.482,Thursday,747.0141732
Mags 12x24 7-16-24_p2_MAG24.eps,7/18/2024,0 days 00:15:02,2160,90,60,1394.976378,0.354177603,"Magnet 24""",0.770903377,Roland,15.03333333,7.468000001,Thursday,765.023622
MAGS 3 - 12x24_2-23-23_MAG24.eps,3/27/2024,0 days 00:15:05,2372,98.83,68.83188976,1652.913825,0.30315606,"Magnet 24""",0.643460042,Roland,15.08333333,7.385999999,Wednesday,719.086175
Mak Queen Banner need 2 6-11-24_BAN38.eps,6/12/2024,0 days 00:13:03,3310.56,87.12,72.12480315,1731.989121,0.476828959,"Banner 38""",0.751431972,Roland,13.05,9.037999999,Wednesday,1578.570879
Marathon 4 x 4_BAN54.eps,2/28/2024,0 days 00:25:59,7021.62,130.03,100.0267717,5002.716904,0.287526681,"Banner 54""",1.043720862,Roland,25.98333333,36.26,Wednesday,2018.903096
May 14th Decal Need 4  4-29-24_INT30.eps,5/2/2024,0 days 00:04:59,719,23.96,8.958267717,262.1527714,0.635392529,"Intermediate White 30""",0.570171352,Roland,4.983333333,1.038,Thursday,456.8472286
MC IND TRUCK DOOR LOGO 10-1-24_HPW54.eps,10/1/2024,0 days 00:55:02,13616,252.15,192.1480315,9553.9935,0.298325977,"High Performance White 54""",1.096836417,Roland,55.03333333,72.77199999,Tuesday,4062.0065
McAlisters Deli tenant panel print NEW Need 1  3-25-24_TW24.eps,3/25/2024,0 days 00:24:57,8178,151.44,121.4444882,2103.332472,0.742806007,"Translucent White 24""",1.150448648,Roland,24.95,16.80399999,Monday,6074.667528
McCarthy_Crane DUDE_P1_TW60.eps,8/29/2024,0 days 00:49:59,7032,117.21,87.20826772,4359.177363,0.380094232,"Translucent White 60""",1.253928332,Roland,49.98333333,37.959,Thursday,2672.822637
McCarthy_Crane DUDE_P2_TW60.eps,8/29/2024,0 days 00:51:03,7032,117.21,87.20826772,4359.177363,0.380094232,"Translucent White 60""",1.000988865,Roland,51.05,30.30200001,Thursday,2672.822637
Meadow Brook Woodgrain 4 17 24_HPW24.eps,5/17/2024,0 days 00:06:00,1135,47.31,17.30551181,386.7236834,0.659274288,"High Performance White 24""",1.287989387,Roland,6,3.458999999,Friday,748.2763166
Melanie's mug_r2p_INT54.eps,8/12/2024,0 days 00:08:04,2196,40.67,10.66692913,215.4089748,0.901908481,"Intermediate White 54""",0.274083288,Roland,8.066666667,0.41,Monday,1980.591025
Menchies tenant panels_TW30.eps,4/19/2024,0 days 00:36:56,5692,105.42,90.41653543,2596.948002,0.543754743,"Translucent White 30""",0.76620402,Roland,36.93333333,13.818,Friday,3095.051998
Meyer Landscape Chevy 550_HPW48.eps,5/22/2024,0 days 00:23:05,5268,109.75,79.75,3621.968701,0.312458485,"Water Damaged HP White 54"" to 48""",0.349387889,Roland,23.08333333,8.787999999,Wednesday,1646.031299
Meyer Landscape Common Cents pick up 5 30 24_HPW24.eps,6/3/2024,0 days 00:17:00,2713,113.05,83.04645669,1702.419667,0.372495515,"High Performance White 24""",0.237177711,Roland,17,2.804000001,Monday,1010.580333
Meyer MP Landscaping 2024 logo_HPW48.eps,5/23/2024,0 days 00:24:58,5304,110.5,80.5,3667.218701,0.308593759,"Water Damaged HP White 54"" to 48""",0.560455257,Roland,24.96666667,14.273,Thursday,1636.781299
MIAAA  31.5x16 Plat-Gold-Silver-Bronze Sponsor  FINAL New 3-14-24_BAN38.eps,3/18/2024,0 days 00:13:01,3040.38,80.01,65.01377953,2341.391922,0.229901551,"Banner 38""",0.290965384,Roland,13.01666667,4.730999999,Monday,698.988078
Midas Construction_SAMPLE_PERF54.eps,8/14/2024,0 days 00:09:03,1592,29.47,14.47244094,640.6049352,0.597609965,"Perforated 54""",1.698269776,Roland,9.05,7.554999999,Wednesday,951.3950648
Midwest Roofing & Const yard signs 11 12 24_MAG24.eps,7/18/2024,0 days 00:07:57,1308,54.49,24.48622047,558.4207902,0.57307279,"Magnet 24""",0.483506354,Roland,7.95,1.875,Thursday,749.5792098
Mission Towing Final Logo 22.5x38 4-15-24_HPW54.eps,4/15/2024,0 days 00:19:56,3784,70.07,40.06929134,1891.033922,0.500255306,"High Performance White 54""",0.152221489,Roland,19.93333333,1.999000001,Monday,1892.966078
MMAA Traile Logo 2 29 24_HPW54.eps,3/4/2024,0 days 01:07:05,16853,312.08,222.0838583,10366.94445,0.384860592,"High Performance White 54""",1.821685463,Roland,67.08333333,131.148,Monday,6486.05555
Mo Amer Water Hypochlorite 5 1 24_HTV54.eps,5/2/2024,0 days 00:07:00,2380.32,44.08,14.08346457,617.7151721,0.740490702,High Tack Vinyle,0.882115293,Roland,7,3.784,Thursday,1762.604828
Mo Amer water switch salt tanks 9 10 24_HPW54.eps,9/11/2024,0 days 00:09:01,2792,51.71,21.70826772,911.4395679,0.673553163,"High Performance White 54""",0.480295146,Roland,9.016666667,3.04,Wednesday,1880.560432
Mo Amer water switch salt tanks 9 10 24_P2_HPW54.eps,9/11/2024,0 days 00:05:58,2252,41.71,11.70826772,485.7271663,0.784312981,"High Performance White 54""",0.450623344,Roland,5.966666667,1.52,Wednesday,1766.272834
Mo American WaterDanger Decal 7 14 24_RFVW30.eps,7/16/2024,0 days 00:11:01,2226,74.21,44.20826772,1127.919996,0.493297396,"Reflective White Vinyl 30""",0.772012202,Roland,11.01666667,6.047000001,Tuesday,1098.080004
MODOT High Flow 6 14 24_RFVW30.eps,6/18/2024,0 days 00:08:59,4007,95.42,35.41653543,903.6096767,0.774492219,"Reflective White Vinyl 30""",0.950109347,Roland,8.983333333,5.962,Tuesday,3103.390323
module logo for channel letters_TW24.eps,8/12/2024,0 days 00:09:01,1645,68.53,38.52795276,742.1939875,0.548818245,"Translucent White 24""",0.388038713,Roland,9.016666667,2,Monday,902.8060125
Molner f250 9 30 24_HPW54.eps,10/1/2024,0 days 00:11:59,3556,65.85,35.84724409,1727.131511,0.514304974,"High Performance White 54""",0.247207579,Roland,11.98333333,2.965,Tuesday,1828.868489
Motion Ortho Creve Coeur 2 114 24_RUB36.eps,3/18/2024,0 days 00:41:58,8261,229.47,199.4716535,6042.263395,0.268579664,"Roll-up Banner 36""",0.543372539,Roland,41.96666667,22.8,Monday,2218.736605
Motion Orto Creve Coeur  Insert 5 3 24_RUB36.eps,5/3/2024,0 days 00:03:57,937,26.03,11.02755906,211.9722611,0.773775602,"Roll-up Banner 36""",0.280565012,Roland,3.95,0.413,Friday,725.0277389
MU STL GARDEN HL 8 9 24_TW24.eps,8/12/2024,0 days 00:07:05,1526,63.6,33.59724409,671.4687005,0.559981192,"Translucent White 24""",0.078490628,Roland,7.083333333,0.366,Monday,854.5312995
MUTLEY CRUE 8in tall PAW  6-7-24_HPW36.eps,6/10/2024,0 days 00:05:05,1546,42.94,12.94448819,431.6579111,0.720790484,"High Performance White 36""",0.5604438,Roland,5.083333333,1.68,Monday,1114.342089
MVP Tracktime E36 BMW M3 3 20 24_HPW24.eps,3/20/2024,0 days 00:12:04,2042,85.07,55.06929134,630.2181735,0.691372099,"High Performance White 24""",1.407969553,Roland,12.06666667,6.162,Wednesday,1411.781827
NAIC4 Various Set #1  8-1-24_P1_INT60.eps,8/30/2024,0 days 00:22:00,5714.4,95.24,80.23622047,4717.194804,0.174507419,"Intermediate White 60""",0.386802766,Roland,22,12.671,Friday,997.205196
NAIC4 Various Set #1  8-1-24_P2_INT60.eps,8/30/2024,0 days 00:24:02,5732.4,95.54,80.54173228,4735.156253,0.173966183,"Intermediate White 60""",0.386582386,Roland,24.03333333,12.712,Friday,997.243747
NAIC4 Various Set #1  8-1-24_P3_INT60.eps,8/30/2024,0 days 00:24:00,5728.2,95.47,80.47244094,4741.157418,0.17231287,"Intermediate White 60""",0.397695295,Roland,24,13.094,Friday,987.042582
NAIC4 Various Set #1  8-1-24_P4_INT60.eps,8/30/2024,0 days 00:31:56,5691,94.85,79.84724409,4702.091035,0.17376717,"Intermediate White 60""",0.38954584,Roland,31.93333333,12.72,Friday,988.908965
NAIC4 Various Set #1  8-1-24_P5_INT60.eps,8/30/2024,0 days 00:24:56,5728.2,95.47,80.47244094,4731.082522,0.174071694,"Intermediate White 60""",0.832208693,Roland,24.93333333,27.342,Friday,997.117478
NAIC4 Various Set #2  8-1-24_P1_INT60.eps,8/30/2024,0 days 00:26:01,5746.2,95.77,80.77401575,4752.183393,0.172986775,"Intermediate White 60""",0.419165641,Roland,26.01666667,13.833,Friday,994.016607
NAIC4 Various Set #2  8-1-24_P2_INT60.eps,8/30/2024,0 days 00:24:57,5728.2,95.47,80.47244094,4734.440821,0.173485419,"Intermediate White 60""",0.417238714,Roland,24.95,13.718,Friday,993.759179
NAIC4 Various Set #2  8-1-24_P3_INT60.eps,8/30/2024,0 days 00:29:00,6895.8,114.93,99.93031496,5875.036982,0.148026773,"Intermediate White 60""",0.408981936,Roland,29,16.686,Friday,1020.763018
Name decal overlay Morgan Geiler  3-22-24_INT30.eps,3/22/2024,0 days 00:01:55,778,32.42,2.416535433,61.78909852,0.920579565,"Intermediate White 30""",0.146822016,Roland,1.916666667,0.063,Friday,716.2109015
New building faces final_TW30eps.eps,10/18/2024,0 days 00:27:59,5271,175.71,145.7082677,3604.214469,0.316218086,"Translucent White 30""",1.349380299,Roland,27.98333333,33.77399998,Friday,1666.785531
New building faces final_TW60.eps,10/1/2024,0 days 01:31:00,21085,351.42,291.4165354,14279.29551,0.322774697,"Translucent White 60""",2.990749227,Roland,91,296.5680001,Tuesday,6805.70449
New Building faces reverse_TW60.eps,10/1/2024,0 days 00:55:56,10542,175.69,145.6944882,7098.533737,0.326642598,"Translucent White 60""",1.37006773,Roland,55.93333333,67.53800002,Tuesday,3443.466263
NEW Fact Tag Bag Art - Stickers - PRINT_HPW24.eps,5/8/2024,0 days 00:38:57,7301,304.21,214.2074803,4548.872945,0.376952069,"High Performance White 24""",1.266059295,Roland,38.95,39.99404773,Wednesday,2752.127055
New Truck door layouts  LOGO FINAL   9-11-24_HPW54.eps,9/18/2024,0 days 00:18:00,5644,104.53,44.52755906,2196.681226,0.610793546,"High Performance White 54""",0.717154579,Roland,18,10.94,Wednesday,3447.318774
New Trucks 2024 Logo 6-6-24_HPW36.eps,6/7/2024,0 days 00:15:56,4137,114.93,54.92598425,1577.586715,0.618664077,"High Performance White 36""",1.215101511,Roland,15.93333333,13.31200001,Friday,2559.413285
NHC Insert 6-7-24_RUB36.eps,6/10/2024,0 days 00:03:02,655,18.19,3.194094488,67.91852099,0.896307602,"Roll-up Banner 36""",0.129331438,Roland,3.033333333,0.061,Monday,587.081479
Nissan Van Lettering  6-19-24_HPW54.eps,6/19/2024,0 days 00:22:58,5700,105.56,75.55551181,3335.98407,0.414739637,"High Performance White 54""",0.298447468,Roland,22.96666667,6.914,Wednesday,2364.01593
Noir Nail Bar_Banner Sticker_INT30.eps,3/28/2024,0 days 00:18:57,2721,90.7,75.69724409,2259.32432,0.169671327,"Intermediate White 30""",0.397074467,Roland,18.95,6.230000001,Thursday,461.67568
OBA_CAMM-Cows_HPW54.eps,6/13/2024,0 days 00:14:58,4493,83.19,53.19448819,2565.147123,0.429079207,"High Performance White 54""",1.151709379,Roland,14.96666667,20.516,Thursday,1927.852877
Ozark Commercial MGT Office Suite Sign 8.5x7 FINAL 4-9-25_HPW24.eps,4/10/2024,0 days 00:07:00,1136,47.33,17.33307087,300.4353457,0.735532266,"High Performance White 24""",0.790852353,Roland,7,1.65,Wednesday,835.5646543
P0_Bellerive CC_Wall_10.4.24_HPW60.eps,10/18/2024,0 days 00:25:01,5742.6,95.71,65.70826772,2941.350409,0.487801621,"High Performance White 60""",0.776851338,Roland,25.01666667,15.868,Friday,2801.249591
P1_Bellerive CC_Wall_10.4.24_HPW60.eps,10/18/2024,0 days 00:21:05,5742.6,95.71,65.70826772,3695.158761,0.356535583,"High Performance White 60""",1.093495642,Roland,21.08333333,28.06000001,Friday,2047.441239
P1_Commerce Ferguson Perf Coming soon 10 16 24_HPW54.eps,10/21/2024,0 days 00:19:00,7829,144.97,114.9724409,2328.191929,0.702619501,"High Performance White 54""",1.351434974,Roland,19,21.84999999,Monday,5500.808071
P2_Bellerive CC_Wall_10.4.24_HPW60.eps,10/18/2024,0 days 00:19:04,5742.6,95.71,65.70826772,3695.158761,0.356535583,"High Performance White 60""",1.161887832,Roland,19.06666667,29.81500001,Friday,2047.441239
P2_Commerce Ferguson Perf Coming soon 10 16 24_HPW54.eps,10/21/2024,0 days 00:28:04,7895,146.21,116.2082677,5460.141536,0.308405125,"High Performance White 54""",1.24232384,Roland,28.06666667,47.106,Monday,2434.858464
