Printer,Print File Name,Date,Total Print Time,Estimated Material Area (in),Estimated Material Lenght,Print Lenght,Print Area,Estimated Percentage of Waste,Material,Ink Consumption cc sq in,MATERIAL FORMULA 1,MATERIAL FORMULA 2
HP,NAIC4_Various_Set_#1-02__8-1-24_CORPLS,08/06/2024,0:14:19,3200,80,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.56394,,Corragated Plastic 4' x 8' sheet
HP,NAIC4_Various_Set_#1-03__8-1-24_CORPLS,08/06/2024,0:14:14,3200,80,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.5103,,Corragated Plastic 4' x 8' sheet
HP,NAIC4_Various_Set_#1-04__8-1-24_CORPLS~2,08/06/2024,0:14:23,3204,80.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.4980224719,,Corragated Plastic 4' x 8' sheet
HP,NAIC4_Various_Set_#1-05__8-1-24_CORPLS~2,08/06/2024,0:11:12,3204,80.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.525752809,,Corragated Plastic 4' x 8' sheet
HP,NAIC4_Various_Set_#1-06__8-1-24_CORPLS~1,08/06/2024,0:11:24,3204,80.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.5464719101,,Corragated Plastic 4' x 8' sheet
HP,NAIC4_Various_Set_#1-07__8-1-24_CORPLS~2,08/06/2024,0:14:38,3204,80.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.5390561798,,Corragated Plastic 4' x 8' sheet
HP,NAIC4_Various_Set_#2-01__8-1-24_CORPLS,08/06/2024,0:12:36,3200,80,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.430695,,Corragated Plastic 4' x 8' sheet
HP,NAIC4_Various_Set_#2-02__8-1-24_CORPLS~2,08/06/2024,0:15:54,3204,80.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.5728089888,,Corragated Plastic 4' x 8' sheet
HP,NAIC4_Various_Set_#2-03__8-1-24_CORPLS~2,08/06/2024,0:15:55,3204,80.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.5710561798,,Corragated Plastic 4' x 8' sheet
HP,NAIC4_Various_Set_#2-04__8-1-24_CORPLS~1,08/07/2024,0:14:19,3204,80.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.5722696629,,Corragated Plastic 4' x 8' sheet
HP,NAIC4_Various_Set_#2-05__8-1-24_CORPLS~2,08/07/2024,0:11:13,3204,80.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.5724494382,,Corragated Plastic 4' x 8' sheet
HP,NAIC4_Various_Set_#2-06__8-1-24_CORPLS~2,08/07/2024,0:14:12,3204,80.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.5717752809,,Corragated Plastic 4' x 8' sheet
HP,Nat_Mem_of_mil_ascent__Check_5-10-24_UFS,05/10/2024,0:04:34,1010.8,36.1,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0,,Ultra Foam Sheet 4' x 8'
HP,Native_American_Exhibit_Panels_ALMS08,09/30/2024,0:22:49,1953.86,42.2,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,1.548663671,,Aluminum .08 4' x 8' sheet
HP,Native_American_Exhibit_Panels_Customer_Supplied_Material,09/30/2024,0:23:49,2398.6,67,1,1,Can't Estimate Waste,,2.078532477,,
HP,Neichter_8x4_lots_for_sale_11_20_24_ALMS6,07/22/2024,0:42:01,9216,192,1,1,Can't Estimate Waste,Aluminum 6mm acm 4' x 8' sheet,1.439625,,Aluminum 6mm acm 4' x 8' sheet
HP,New_2x3_A-Frame_4-10-24_CORPLSv3,04/12/2024,0:08:54,1728,36,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,New_Menus_2024_1_CORPLS,05/21/2024,0:08:34,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,New_Menus_2024_2_CORPLS,05/21/2024,0:05:31,4324.8,90.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,New_Menus_2024_3_CORPL23,05/21/2024,0:04:56,864,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,No_commuter_parking_12_x_18_5_3_24_ALMR,05/06/2024,0:09:50,216,12,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0,,Reflective Aluminum 4' x 8' sheet
HP,No_Diving_20x14_Need_20_6-4-24_ALMS3,06/04/2024,0:33:02,6728,168.2,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,No_Parking_12_x_18__ALM1218,03/06/2024,0:06:53,1296,72,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,0,,Aluminum 12 x 18 sheets
HP,No_Parking_18_x_24__ALM1824,03/06/2024,0:09:42,1728,72,1,1,Can't Estimate Waste,Aluminum 18 x 24 sheets,0,,Aluminum 18 x 24 sheets
HP,No_Smoking_-_Smoking_signs_12_ea_10x14__9-5-24_ALMS08,09/06/2024,0:17:03,3364,84.1,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0.7565992866,,Aluminum .08 4' x 8' sheet
HP,NO_THRU_TRAFFIC_ALMR~1,05/07/2024,0:18:27,864,18,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0,,Reflective Aluminum 4' x 8' sheet
HP,No_Trespassing_4x4_ALMS3,08/20/2024,0:42:49,9216,192,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,2.870375,,Aluminum 3mm acm 4' x 8' sheet
HP,Oral-Surg-Rnd12_CLAC,10/04/2024,0:23:02,1680,35,1,1,Can't Estimate Waste,Clear Acrylic 4' x 8' sheet,1.042114286,,Clear Acrylic 4' x 8' sheet
HP,Oral-Surg-Rnd13_CLAC,10/22/2024,0:18:13,864,18,1,1,Can't Estimate Waste,Clear Acrylic 4' x 8' sheet,1.443666667,,Clear Acrylic 4' x 8' sheet
HP,Oral-Surg-Rnd14_CLAC~1,10/23/2024,0:09:16,416,26,1,1,Can't Estimate Waste,Clear Acrylic 4' x 8' sheet,0.6144230769,,Clear Acrylic 4' x 8' sheet
HP,Our_Lady_of_the_Pillar_Welcome_Signs_6.26.24_CORPLS,06/26/2024,0:31:19,8640,180,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,4.758466667,,Corragated Plastic 4' x 8' sheet
HP,Owen_Grad_Sign_2024_CORPL1824~1,07/11/2024,0:15:20,864,24,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",8.135833333,,"Corragated Plastic 18"" x 24"" sheet"
HP,P1 & P2 & P3 & P4 & P5_Republic_services_Golf_8_22_24_CORPL1824,09/24/2024,0:10:54,432,18,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0.2386666667,,"Corragated Plastic 18"" x 24"" sheet"
HP,P1_12x18_Add_On_Sponsors__10-2-24_CORPL1824,10/03/2024,0:01:35,216,18,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",1.624,,"Corragated Plastic 18"" x 24"" sheet"
HP,P1_2024_Sponsor_Signs_9-20-24_CORPLS~1,09/23/2024,0:06:19,965.8,22,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.4049534065,,Corragated Plastic 4' x 8' sheet
HP,P1_36x60_FLEX_IN-OUT_BOUND_3of_each__10-16-24_CORPLS,10/17/2024,0:26:22,6490.8,180.3,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,1.75327787,,Corragated Plastic 4' x 8' sheet
HP,P1_4x4_Const_Caution_Stay_in_truck_eng_span_9-20-24_ALMS3,09/23/2024,0:18:03,4608,96,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,1.5289375,,Aluminum 3mm acm 4' x 8' sheet
HP,P1_6X24_TAG_Sale_Signs_8-14-24_CORPLS,10/08/2024,0:50:42,12960,360,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,10.148,,Corragated Plastic 4' x 8' sheet
HP,P1_All_Signs_9-27-24_ALMS3,09/30/2024,0:42:43,4320,90,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,1.3557,,Aluminum 3mm acm 4' x 8' sheet
HP,P1_All_Signs_Final_8_-_62x38_10-14-24_UFS,10/16/2024,0:10:26,2356,62,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',1.073337861,,Ultra Foam Sheet 4' x 8'
HP,P1_All_Signs_Ultra_Foam_Board_9-13-24_UFS,09/19/2024,0:10:29,4603.2,95.9,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0.3160479666,,Ultra Foam Sheet 4' x 8'
HP,p1_B_Commerce_Blue_Springs_Wayfinding_Signage_9_10_24_ALMS3,09/23/2024,0:10:57,1728,36,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,1.166833333,,Aluminum 3mm acm 4' x 8' sheet
HP,P1_BEB_Lang_9_11_24_ACRY~1,10/02/2024,0:04:41,192.66,16.9,1,1,Can't Estimate Waste,Acrylic,0.5388975397,,Acrylic
HP,P1_BEB_Lang_9_11_24_ACRY~2,10/02/2024,0:04:08,192.66,16.9,1,1,Can't Estimate Waste,Acrylic,0.2122703208,,Acrylic
HP,P1_Commercial_Dev_Co_8x8_Metro_Fill_Sign_8-16-24_ALMS6,08/21/2024,0:20:54,4612.8,96.1,1,1,Can't Estimate Waste,Aluminum 6mm acm 4' x 8' sheet,0.5012591051,,Aluminum 6mm acm 4' x 8' sheet
HP,p1_F_Commerce_Blue_Springs_Wayfinding_Signage_9_10_24_ALMS3,09/23/2024,0:19:33,4032,84,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,1.373928571,,Aluminum 3mm acm 4' x 8' sheet
HP,P1_JE_Foster_Hiring_Trailer_3x2_9_17_24_CORPL23,09/18/2024,0:11:54,1728,72,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0.763,,Corragated Plastic 2' x 3' sheet
HP,P1_St_Dominics_High_Billboard_Signs_8_9_24_ALMS063~1,08/13/2024,0:15:37,2971.4,83,1,1,Can't Estimate Waste,Aluminum .063,1.451291647,,Aluminum .063
HP,P1_World_Wide_Tech_Edwardsville_Alum_signs_9_25_24_[Recovered]_ALMS08,09/27/2024,0:19:21,4608,96,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0.37121875,,Aluminum .08 4' x 8' sheet
HP,P2_12x18_Add_On_Sponsors__10-2-24_CORPL1824,10/03/2024,0:06:11,216,18,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",1.414,,"Corragated Plastic 18"" x 24"" sheet"
HP,P2_18x24_yard_signs__9-25-24_CORPLS,10/01/2024,0:07:30,7034.4,390.8,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.8397134084,,Corragated Plastic 4' x 8' sheet
HP,P2_2024_Sponsor_Signs_9-20-24_CORPLS,09/23/2024,0:08:47,1958.06,44.3,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.4490485481,,Corragated Plastic 4' x 8' sheet
HP,P2_4x4_Const_Caution_Stay_in_truck_eng_span_9-20-24_ALMS3,09/23/2024,0:18:04,4608,96,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,1.52390625,,Aluminum 3mm acm 4' x 8' sheet
HP,P2_6X24_TAG_Sale_Signs_8-14-24_CORPLS,10/08/2024,0:49:08,12960,360,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,10.7138,,Corragated Plastic 4' x 8' sheet
HP,P2_All_Signs_Final_8_-_62x38_10-14-24_UFS,10/16/2024,0:09:19,2356,62,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',1.473127334,,Ultra Foam Sheet 4' x 8'
HP,P2_All_Signs_Ultra_Foam_Board_9-13-24_UFS,09/19/2024,0:10:18,4603.2,95.9,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0.4694890511,,Ultra Foam Sheet 4' x 8'
HP,P2_Back_18x24_yard_signs__9-25-24_CORPLS,10/01/2024,0:06:50,1735.2,96.4,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,3.404149378,,Corragated Plastic 4' x 8' sheet
HP,P2_back_All_Signs_9-27-24_ALMS3,09/30/2024,0:21:44,3465.6,72.2,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.3376454294,,Aluminum 3mm acm 4' x 8' sheet
HP,P2_BEB_Lang_9_11_24_ACRY~1,10/02/2024,0:07:15,192.66,16.9,1,1,Can't Estimate Waste,Acrylic,0.6719402055,,Acrylic
HP,P2_BEB_Lang_9_11_24_ACRY~2,10/03/2024,0:04:10,192.66,16.9,1,1,Can't Estimate Waste,Acrylic,0.265337901,,Acrylic
HP,P2_Commercial_Dev_Co_8x8_Metro_Fill_Sign_8-16-24_ALMS6,08/21/2024,0:17:57,4608,96,1,1,Can't Estimate Waste,Aluminum 6mm acm 4' x 8' sheet,1.0270625,,Aluminum 6mm acm 4' x 8' sheet
HP,P2_JE_Foster_Hiring_Trailer_3x2_9_17_24_CORPL23,09/18/2024,0:11:54,1728,72,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0.7398333333,,Corragated Plastic 2' x 3' sheet
HP,P2_Keeley_Jesseys_Auto_5_23_24_ALMS3,10/03/2024,0:16:26,3460.8,72.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.5276421637,,Aluminum 3mm acm 4' x 8' sheet
HP,P2_St_Dominics_High_Billboard_Signs_8_9_24_ALMS063~1,08/13/2024,0:15:15,2957.08,82.6,1,1,Can't Estimate Waste,Aluminum .063,1.792281575,,Aluminum .063
HP,P2_World_Wide_Tech_Edwardsville__6_mil_acm_Camers_in_use_9_25_24_ALMS6~,09/27/2024,0:14:02,1709.7,41.7,1,1,Can't Estimate Waste,Aluminum 6mm acm 4' x 8' sheet,0.3394279698,,Aluminum 6mm acm 4' x 8' sheet
HP,P2_World_Wide_Tech_Edwardsville_Alum_signs_9_25_24_[Recovered]_ALMS08,09/27/2024,0:18:13,4608,96,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0.47446875,,Aluminum .08 4' x 8' sheet
HP,P3_2024_Sponsor_Signs_9-20-24_CORPLS,09/23/2024,0:06:08,965.8,22,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.3667840133,,Corragated Plastic 4' x 8' sheet
HP,P3_4x4_Const_Caution_Stay_in_truck_eng_span_9-20-24_ALMS3,09/23/2024,0:41:23,9216,192,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,2.09184375,,Aluminum 3mm acm 4' x 8' sheet
HP,P3_6X24_TAG_Sale_Signs_8-14-24_CORPLS,10/08/2024,0:46:47,12960,360,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,10.6742,,Corragated Plastic 4' x 8' sheet
HP,P3_All_Signs_Ultra_Foam_Board_9-13-24_UFS,09/19/2024,0:10:18,4603.2,95.9,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0.2933055266,,Ultra Foam Sheet 4' x 8'
HP,P3_back_All_Signs_9-27-24_CORPL1824,09/30/2024,0:08:28,1542.4,96.4,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",3.881950207,,"Corragated Plastic 18"" x 24"" sheet"
HP,P3_front_All_Signs_9-27-24_CORPL1824,09/30/2024,0:13:31,1542.4,96.4,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",3.881950207,,"Corragated Plastic 18"" x 24"" sheet"
HP,P3_JE_Foster_Hiring_Trailer_3x2_9_17_24_CORPL23,09/18/2024,0:08:52,1732.8,72.2,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0.9152908587,,Corragated Plastic 2' x 3' sheet
HP,P3_print_2_All_Signs_Final_8_-_62x38_10-14-24_UFS,10/16/2024,0:23:45,4712,124,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',1.738390492,,Ultra Foam Sheet 4' x 8'
HP,P4_2024_Sponsor_Signs_9-20-24_CORPLS,09/23/2024,0:06:08,965.8,22,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.3775191551,,Corragated Plastic 4' x 8' sheet
HP,P4_6X24_TAG_Sale_Signs_8-14-24_CORPLS,10/08/2024,0:44:37,12960,360,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,7.678066667,,Corragated Plastic 4' x 8' sheet
HP,P4_All_Signs_Ultra_Foam_Board_9-13-24_UFS,09/19/2024,0:13:33,4603.2,95.9,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0.3611887383,,Ultra Foam Sheet 4' x 8'
HP,P4_JE_Foster_Hiring_Trailer_3x2_9_17_24_CORPL1824,09/18/2024,0:07:08,864,48,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0.897,,"Corragated Plastic 18"" x 24"" sheet"
HP,P4_print_2_All_Signs_Final_8_-_62x38_10-14-24_UFS,10/16/2024,0:22:21,4712,124,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',1.28475382,,Ultra Foam Sheet 4' x 8'
HP,P5_2024_Sponsor_Signs_9-20-24_CORPLS,09/23/2024,0:06:08,965.8,22,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.3299565127,,Corragated Plastic 4' x 8' sheet
HP,P5_6X24_TAG_Sale_Signs_8-14-24_CORPLS,10/08/2024,0:46:43,12960,360,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,10.09913333,,Corragated Plastic 4' x 8' sheet
HP,P5_All_Signs_Ultra_Foam_Board_9-13-24_UFS,09/19/2024,0:09:56,4603.2,95.9,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0.1865693431,,Ultra Foam Sheet 4' x 8'
HP,P6_Republic_services_Golf_8_22_24_CORPL1824,09/24/2024,0:03:25,432,18,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0.2553333333,,"Corragated Plastic 18"" x 24"" sheet"
HP,Pace_overlay_ALMS3,05/16/2024,0:24:06,2141.1,61,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,Pacific_Baptist_VBS_2up_CORPLS,06/27/2024,0:06:37,864,18,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,1.408166667,,Corragated Plastic 4' x 8' sheet
HP,Pacific_Baptist_VBS_CORPLS,06/27/2024,0:14:51,3460.8,72,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,1.40629681,,Corragated Plastic 4' x 8' sheet
HP,Pacific_Baptist_VBS_CORPLS~1,06/27/2024,0:12:41,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,1.408233333,,Corragated Plastic 4' x 8' sheet
HP,Padel_+_Pickle_reflective_alum_wayfinding_signs_ALMR,03/28/2024,0:20:09,1677.6,36,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0,,Reflective Aluminum 4' x 8' sheet
HP,Pallet_Cap_Guide_New_Layout_5-6-24_PVC3,05/14/2024,5:42:34,62023.2,1442.4,1,1,Can't Estimate Waste,PVC 3mm 4' x 8' sheet,0,,PVC 3mm 4' x 8' sheet
HP,Parking_Directional_Signs_9-18-24_CORPL1824,09/19/2024,0:03:12,432,24,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0.2823333333,,"Corragated Plastic 18"" x 24"" sheet"
HP,Parking_Directional_Signs_9-18-24_CORPL23,09/19/2024,0:05:33,864,36,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0.3953333333,,Corragated Plastic 2' x 3' sheet
HP,Parking_Reflective_08.23.24_ALMR,08/23/2024,0:16:02,860.4,23.9,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0.8309623431,,Reflective Aluminum 4' x 8' sheet
HP,Partner_Tailgate_24x36_need_4__8-22-24_CORPLS,08/22/2024,0:08:12,1728,36,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,2.186083333,,Corragated Plastic 4' x 8' sheet
HP,Pathfinder_July4_Banner__6-13-24_BAN98,06/14/2024,0:25:46,7252,98,1,1,Can't Estimate Waste,"16 oz Banner 98""",0,,"16 oz Banner 98"""
HP,pdf_yard_sign_CORPL1824,07/03/2024,0:19:29,432,24,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",9.785666667,,"Corragated Plastic 18"" x 24"" sheet"
HP,Perfect_Nails_18x24_DF_Yard_Signs_3-21-24_CORPLS,04/01/2024,0:15:45,864,18,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Perfect_Nails_18x24_DF_Yard_Signs_Redo_S1__3-21-24_CORPLS,04/01/2024,0:02:39,432,18,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Perfect_Nails_18x24_DF_Yard_Signs_Redo_S2__3-21-24_CORPLS,04/01/2024,0:03:52,432,18,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,PGA_Junior_Tour_Logo_3x10_sign_4-17-24_ALMS3-4X10,04/25/2024,0:28:54,4332,36.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,Phoenix Solutions directional a frame signs 5 20 24 & Molner 532 S Filmore 24 x 18_ALMS3,05/22/2024,0:18:09,3456,72,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,Pixel_Edge_old_fashion_Purina_photos_7_17_24_P1_PVC6,07/19/2024,0:34:44,4608,96,1,1,Can't Estimate Waste,PVC 6mm 4' x 8' sheet,0.8159375,,PVC 6mm 4' x 8' sheet
HP,Pixel_Edge_old_fashion_Purina_photos_7_17_24_P2_PVC6,07/19/2024,0:31:35,4608,96,1,1,Can't Estimate Waste,PVC 6mm 4' x 8' sheet,0.84365625,,PVC 6mm 4' x 8' sheet
HP,Pixel_Edge_old_fashion_Purina_photos_7_17_24_P3_PVC6,07/19/2024,0:31:33,4608,96,1,1,Can't Estimate Waste,PVC 6mm 4' x 8' sheet,0.93509375,,PVC 6mm 4' x 8' sheet
HP,Point_Debonaire_Dock_Sign_ALMS3~1,07/15/2024,0:21:13,4612.8,0,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.187773153,,Aluminum 3mm acm 4' x 8' sheet
HP,Portrait_Core_Dock_Signs_2_14_24_ALMS6,03/06/2024,0:39:23,6955.26,144.6,1,1,Can't Estimate Waste,Aluminum 6mm acm 4' x 8' sheet,0,,Aluminum 6mm acm 4' x 8' sheet
HP,Private_Event_CORPL23~1,08/30/2024,0:10:03,1728,48,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,1.573166667,,Corragated Plastic 2' x 3' sheet
HP,Pro_Pool_18x24_Work_at_pool_-_1_color_DF_3-21-24_CORPL1824,03/21/2024,1:10:48,44352,1840,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,Pullen_MAYOR_ALMS6,04/25/2024,0:12:01,600,30,1,1,Can't Estimate Waste,Aluminum 6mm acm 4' x 8' sheet,0,,Aluminum 6mm acm 4' x 8' sheet
HP,PVC6mm_OBG_Redo,02/29/2024,0:12:12,2116,23,1,1,Can't Estimate Waste,PVC 6mm 4' x 8' sheet,0,,PVC 6mm 4' x 8' sheet
HP,Queen_of_Hearts_SIGN_Need_2_48x36__2-21-24,02/21/2024,0:09:49,3460.8,0,1,1,Can't Estimate Waste,,0,,
HP,RAYAN_Grad_banner_6x7_5-1-24_BAN98,05/02/2024,0:25:07,7318.6,86,1,1,Can't Estimate Waste,"16 oz Banner 98""",0,,"16 oz Banner 98"""
HP,Red_Hawk_yard_of_month_need_1_SF__NEW__5-1-24_ALMS3,05/01/2024,0:05:18,432,18,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,REDO_2-seniors_4-11-24_CORPLS,04/11/2024,0:07:24,864,18,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,Renquest_6x4_map_sign_7_2_24_ALMS3,07/18/2024,0:04:27,430.2,23.9,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.3728870293,,Aluminum 3mm acm 4' x 8' sheet
HP,Republic_services_Golf_8_22_24_CORPLS~1,08/30/2024,0:14:31,3460.8,72.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.2901386963,,Corragated Plastic 4' x 8' sheet
HP,Republic_services_Golf_9_19_24_P1_CORPL1824,09/20/2024,0:07:49,432,24,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",1.193,,"Corragated Plastic 18"" x 24"" sheet"
HP,Republic_services_Golf_9_19_24_P2_CORPL1824,09/20/2024,0:18:40,864,48,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",2.401333333,,"Corragated Plastic 18"" x 24"" sheet"
HP,Residential_Roof_Yard_Signs_10_11_24_CORPLS~1,10/14/2024,1:02:01,64800,1350,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,6.741066667,,Corragated Plastic 4' x 8' sheet
HP,Reunion_Sign_6-13-24_CORPL1824~1,06/13/2024,0:05:29,1296,54,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,Riders_6x24_5_DF_6-24-2_CORPL23,06/24/2024,0:10:52,720,30,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,2.6268,,Corragated Plastic 2' x 3' sheet
HP,Ridgeview_Place_Condominium-_No_parking_sign_-_3.25.2024_ALMR,04/15/2024,0:23:36,1728,36,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0,,Reflective Aluminum 4' x 8' sheet
HP,Ridgeview_Place_Condominium-_No_parking_sign_-_3.25.2024_ALMR~1,03/25/2024,0:13:44,438,12,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0,,Reflective Aluminum 4' x 8' sheet
HP,Right_Only_6.17.24_ALMR,06/17/2024,0:18:25,864,18,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0,,Reflective Aluminum 4' x 8' sheet
HP,Riverport_Levee_No_Tress_2_22_24,02/22/2024,0:29:40,4320,0,1,1,Can't Estimate Waste,,0,,
HP,Riverside_Reno_Coro_signs_12_DF_16x24__4-2-24_CORPLS~1,04/03/2024,0:25:16,4608,96,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,RMA_-__2x3_signs_DF_8-28-24_P1_CORPL23,08/30/2024,0:11:26,864,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,2.5435,,Corragated Plastic 2' x 3' sheet
