" Pring Log -
  Printer","------------------------------------------------------------------
File Name",Date,Total Print Time,Area of Print (in),Total Print Lenght,Material,
HP,MSD KEELEY - Caulks Creek FM Rehab 4'x6'  6-4-24_ALMS6,06/28/2024,0:16:48,3460.8,72,Aluminum 6mm acm 4' x 8' sheet,
Roland,Jeff Gates real estate banner.eps,06/28/2024,0:13:01,4113,82.21,,
Roland,Hard Hat Decals 6-28-24_HPW36.eps,06/28/2024,0:07:01,1847,53.92,"High Performance White 36""",
Roland,Central yard # Decals 2 total & AAA 2x3_6-28-24_HTV54.eps,06/28/2024,0:25:58,3622,73.01,High Tack Vinyle,
Roland,Poster 24x36 Store Opening Fairview Heights_THP30.eps,06/27/2024,0:06:04,2376,66.00,"Thick Paper/ Heavy Paper 30""",
Roland,JE Foster Grey Lock Box 50% scale 6 25 24_HPW60.eps,06/27/2024,1:12:59,19473,343.89,"High Performance White 60""",
Roland,Machine Unit Number decals 2x ea - 40  6x16  6-26-24_HPW30.eps,06/27/2024,0:33:00,5354,195.77,"High Performance White 30""",
HP,24X24_No_Trespassing_need_6___6-24-24_ALMR,06/27/2024,0:33:55,3456,72,Reflective Aluminum 4' x 8' sheet,
HP,SKYVIEW_12x18_Reserved__4-12-24_ALM1218,06/27/2024,,648,36,Aluminum 12 x 18 sheets,
HP,Pacific_Baptist_VBS_CORPLS~1,06/27/2024,0:06:01,4320,90,Corragated Plastic 4' x 8' sheet,
HP,12_X_18_RESERVED_15_year_Resident_6-26-24_ALM1218,06/27/2024,0:07:21,216,12,Aluminum 12 x 18 sheets,
Roland,Wright Construction Door logo 6 25 24_HPW30.eps,06/27/2024,0:02:56,1074,40.04,"High Performance White 30""",
HP,Pacific_Baptist_VBS_2up_CORPLS,06/27/2024,0:09:50,864,18,Corragated Plastic 4' x 8' sheet,
HP,2x3_forklift_sign_6-26-24_ALMS3,06/27/2024,0:09:14,864,36,Aluminum 3mm acm 4' x 8' sheet,
HP,4x17_WU_Restricted_parking_6-26-24_STY~1,06/27/2024,0:08:26,1360,80,Styrene,
HP,Pacific_Baptist_VBS_CORPLS,06/27/2024,0:09:50,3460.8,72,Corragated Plastic 4' x 8' sheet,
HP,Our_Lady_of_the_Pillar_Welcome_Signs_6.26.24_CORPLS,06/26/2024,0:31:19,8640,180,Corragated Plastic 4' x 8' sheet,
HP,Lopez_Flag_Football_East_Z_6_26_24_CORPLS,06/26/2024,0:28:01,17280,360,Corragated Plastic 4' x 8' sheet,
HP,2x3_Notice_Danger_6-26-24_P1_ALMS3,06/26/2024,0:12:52,1819.2,48,Aluminum 3mm acm 4' x 8' sheet,
HP,Lopez Flag Football East Z 6 26 24_&_Our Lady of the Pillar Welcome Signs_CORPLS,06/26/2024,0:08:55,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Lopez Flag Football East Z 6 26 24_&_Our Lady of the Pillar Welcome Signs_back_CORPLS,06/26/2024,0:08:30,4320,90,Corragated Plastic 4' x 8' sheet,
Roland,Wright Const Sign Project 6 24 24_P3_INT54.eps,06/26/2024,0:12:58,3901,79.53,"Intermediate White 54""",
Roland,Wright Const Sign Project 6 24 24_P2_INT54.eps,06/26/2024,0:34:00,9193,187.44,"Intermediate White 54""",
HP,2x3_Notice_Danger_6-26-24_P2_ALMS3,06/26/2024,0:07:23,867.6,24.1,Aluminum 3mm acm 4' x 8' sheet,
HP,36x60_Lot_4_Sale_6-25-24_CORPLS,06/25/2024,0:10:30,4327.2,120.2,Corragated Plastic 4' x 8' sheet,
HP,15.75x21_need_8_Power_tour_signs_6-25-2_ALMS3,06/25/2024,0:15:36,2650.2,63.1,Aluminum 3mm acm 4' x 8' sheet,
HP,AJ_Construction_Entrance_ALMS3~1,06/25/2024,0:40:53,4608,96,Aluminum 3mm acm 4' x 8' sheet,
HP,DNI_Country_Lane_Woods_HOA_MeetT_6_24_24_CORPL1824,06/24/2024,0:06:50,1737.6,72.4,"Corragated Plastic 18"" x 24"" sheet",
HP,FDC_Friendship_Village_18x8_6_24_24_v2_ALMR,06/24/2024,0:10:48,320,8,Reflective Aluminum 4' x 8' sheet,
Roland,16x108 Decal New Equip.  6-20-24_v2_HPW36.eps,06/24/2024,0:28:00,4678,139.71,"High Performance White 36""",
Roland,16x108 Decal New Equip.  6-20-24_HPW36.eps,06/24/2024,0:30:00,4678,139.71,"High Performance White 36""",
HP,FDC Friendship Village 18x8 6 24 24_&_Sugaring NYC Parking Only_ALMR,06/24/2024,0:11:04,312,12,Reflective Aluminum 4' x 8' sheet,
HP,Riders_6x24_5_DF_6-24-2_CORPL23,06/24/2024,0:04:56,720,30,Corragated Plastic 2' x 3' sheet,
Roland,QTS PHX2 2 Million Work Hours 2 Round  20 rolls of 100 - 2000 decals 6-17-24_INT54.eps,06/22/2024,1:28:55,20695,404.90,"Intermediate White 54""",
HP,Lopez_Flag_Football_East_Z_6_19_24_3_CORPLS,06/21/2024,0:09:31,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Lopez_Flag_Football_East_Z_6_19_24_CORPLS,06/21/2024,0:33:56,8640,180,Corragated Plastic 4' x 8' sheet,
HP,Lopez_Flag_Football_East_Z_6_19_24_CORPLS_2,06/21/2024,0:07:17,4320,90,Corragated Plastic 4' x 8' sheet,
Roland,Pinnacle Chevy Silverado 6 19 24_HPW54.eps,06/21/2024,0:11:02,3633,74.24,"High Performance White 54""",
Roland,4x31.5 banner  Pets Welcome 6-20-24_BAN54.eps,06/21/2024,1:36:56,10372,414.67,"Banner 54""",
HP,Commerce_Customer_Entrance_2x4_6_20_24_CORPL23~1,06/21/2024,0:06:10,864,24,Corragated Plastic 2' x 3' sheet,
HP,Commerce_Customer_Entrance_2x4_6_20_24_2_CORPL23~1,06/21/2024,0:06:10,864,24,Corragated Plastic 2' x 3' sheet,
HP,18x24_MENU_Final_6-18-24_ALMS3,06/21/2024,0:08:08,432,18,Aluminum 3mm acm 4' x 8' sheet,
Roland,Safety Committee Sticker SAMSUNG WAREHOUSE  Need 50   6-20-24_INT30.eps,06/21/2024,0:05:04,1254,44.21,"Intermediate White 30""",
Roland,1) Mccarthy 20 ft lock box containers 6 19 24_HPW54 .eps,06/20/2024,2:05:50,30283,583.61,"High Performance White 54""",
Roland,2) Mccarthy 20 ft lock box containers 6 19 24_HPW54 .eps,06/20/2024,3:18:02,40721,920.83,"High Performance White 54""",
Roland,3x18 Phone Num decals 6-19-24_HPW24.eps,06/20/2024,0:04:57,769,40.79,"High Performance White 24""",
Roland,Bridgeton City of_sample print cut_HPW30.eps,06/20/2024,0:08:58,1472,60.82,"High Performance White 30""",
Roland,Pump Dial Decals 6-19-24_HPW24.eps,06/20/2024,0:08:03,1297,73.00,"High Performance White 24""",
HP,SHVP_Welcome_Sign_CORPLS,06/19/2024,,12960,270,Corragated Plastic 4' x 8' sheet,
Roland,Shingles Final 144x23.5 Need this 2xs  6-18-24_HPW30.eps,06/19/2024,0:52:03,8693,351.42,"High Performance White 30""",
HP,Check_Fish_Windows_Talber_6_18_24_UFS,06/19/2024,0:07:54,1156.8,24.1,Ultra Foam Sheet 4' x 8',
Roland,4x Willow Landscape 22 ft trailers 6 17 24_HPW54.eps,06/19/2024,1:56:57,37275,722.22,"High Performance White 54""",
Roland,Nissan Van Lettering  6-19-24_HPW54.eps,06/19/2024,0:22:58,4661,105.56,"High Performance White 54""",
HP,Klamen_ALMS3,06/18/2024,1:15:14,6921.6,144,Aluminum 3mm acm 4' x 8' sheet,
Roland,MODOT High Flow 6 14 24_RFVW30.eps,06/18/2024,0:08:59,2434,95.42,"Reflective White Vinyl 30""",
HP,MoMudders_LARGE_4_final_Print_6-14-2024_PVC3,06/18/2024,0:07:25,902.4,48,PVC 3mm 4' x 8' sheet,
HP,Missouri_Mudders_2024_New_GREEN_FINAL_PRINT_FILE__6-14-24_PVC3,06/18/2024,0:30:44,9216,192,PVC 3mm 4' x 8' sheet,
Roland,Wright Const 20 ft trailer 2_HPW54.eps,06/18/2024,0:42:02,8113,174.79,"High Performance White 54""",
Roland,QTS PHX2 2 Million Work Hours 2 Round  20 rolls of 100 - 2000 decals 6-17-24_Part2_INT54.eps,06/18/2024,0:09:59,2783,54.46,"Intermediate White 54""",
HP,1-3x4__2-2x3_golf_signs_6-14-24_UFS,06/18/2024,0:11:31,3460.8,72,Ultra Foam Sheet 4' x 8',
HP,2x3_smoke_vape_arrow_6-18-24_CORPL23,06/18/2024,0:03:31,864,24,Corragated Plastic 2' x 3' sheet,
Roland,Wright Construction 20 ft trailer 1_HPW54.eps,06/18/2024,1:02:02,12497,274.42,"High Performance White 54""",
Roland,GYM Sponsor 2024 new 4x8   6-12-24_BAN54.eps,06/18/2024,0:24:03,6402,128.01,"Banner 54""",
Roland,Dwight Davis ERB 5 16 24_HPW24.eps,06/17/2024,0:06:02,1091,51.13,"High Performance White 24""",
Roland,Luxury Salon_Banner_BAN30.eps,06/17/2024,0:19:00,3337,128.06,,
Roland,sample print cut_HPW30.eps,06/17/2024,0:08:58,1472,60.82,"High Performance White 30""",
Roland,Webster Cross Country Banner 30''x192''   6-7-24_BAN30.eps,06/17/2024,0:41:01,7190,224.50,,
HP,48x12_Pallet_sign_6-5-24_ALMS6~1,06/17/2024,1:59:35,18432,384,Aluminum 6mm acm 4' x 8' sheet,
HP,Right_Only_6.17.24_ALMR,06/17/2024,0:08:13,864,18,Reflective Aluminum 4' x 8' sheet,
HP,CLEMENT_16x96_sign_6-17-24_CORPLS,06/17/2024,0:05:21,1536,96,Corragated Plastic 4' x 8' sheet,
HP,Pathfinder_July4_Banner__6-13-24_BAN98,06/14/2024,0:22:20,7252,98,"16 oz Banner 98""",
Roland,For Lease Banners NEW 6-14-24_BAN36.eps,06/14/2024,0:58:56,5814,176.03,,
HP,4th_july_parking_coros_6-14-24_CORPLS,06/14/2024,0:07:00,4320,90,Corragated Plastic 4' x 8' sheet,
HP,4th_july_parking_coros_6-14-24_CORPL1824,06/14/2024,0:01:58,864,36,"Corragated Plastic 18"" x 24"" sheet",
Roland,MAGS - Logo Web 6-13-24 & Phillips Route 66_MAG24.eps,06/14/2024,0:14:58,2127,96.62,"Magnet 24""",
Roland,12.5x20.5 Decal  6-3-24_HPW30.eps,06/14/2024,0:05:01,960,44.18,"High Performance White 30""",
Roland,Phillips Route 66_MAG24.eps,06/14/2024,0:07:05,944,60.29,"Magnet 24""",
Roland,Buick Roadmaster Panel 6 14 24_HPW36.eps,06/14/2024,0:05:57,1344,39.76,"High Performance White 36""",
Roland,Central yard # Decals 6 total 6-13-24_HTV54.eps,06/14/2024,0:07:58,2403,49.15,High Tack Vinyle,
Roland,OBA_CAMM-Cows_HPW54.eps,06/13/2024,0:14:58,4012,83.19,"High Performance White 54""",
Roland,American Eagle  Rear Loader #102 A 6 13 24  (Type)_HPW36.eps,06/13/2024,0:24:02,4552,145.60,"High Performance White 36""",
HP,Reunion_Sign_6-13-24_CORPL1824~1,06/13/2024,0:05:16,1296,54,"Corragated Plastic 18"" x 24"" sheet",
Roland,Rolling Ridge Banner and Sale sign 6 11 24_BAN38.eps,06/13/2024,0:54:58,10979,304.97,"Banner 38""",
Roland,3x10 ENVISTA Envy banner final 6-13-24_BAN38.eps,06/13/2024,0:25:02,5492,152.49,"Banner 38""",
HP,Rolling_Ridge_Banner_and_Sale_sign_6_11_24_CORPL1824,06/13/2024,,1728,72,"Corragated Plastic 18"" x 24"" sheet",
Roland,American Eagle Rear Loader 102 logos B 6 13 24_Friendship Village Bocce 6-13-24_HPW36.eps,06/13/2024,0:15:00,2876,84.46,"High Performance White 36""",
Roland,KUMC  Decal  July13th  6-13-24_INT30.eps,06/13/2024,0:07:00,1144,44.29,"Intermediate White 30""",
Roland,St. Louis County Banner_BAN38.eps,06/13/2024,0:29:00,6656,208.00,"Banner 38""",
Roland,Mak Queen Banner need 2 6-11-24_BAN38.eps,06/12/2024,0:13:03,2452,102.12,"Banner 38""",
Roland,Corvette Club static cling 6-8-12_WSC54.eps,06/12/2024,1:00:58,13248,263.14,,
Roland,Decal for existing signs 15x32 6-11-24_P2_HPW36.eps,06/12/2024,1:05:01,5347,160.88,"High Performance White 36""",
Roland,Wright Const FCCU Sunset Hills 6 11 24_INT54.eps,06/12/2024,1:22:53,17162,460.73,"Intermediate White 54""",
Roland,Wright Const Howdershell 6 11 24_P2_INT54.eps,06/12/2024,0:16:02,3929,105.55,"Intermediate White 54""",
HP,EXIT_9X12_PVC3,06/12/2024,0:04:54,108.9,12.1,PVC 3mm 4' x 8' sheet,
Roland,Decal for existing signs 15x32 6-11-24_P1_HPW36.eps,06/12/2024,0:06:59,1842,55.32,"High Performance White 36""",
Roland,Wright Const Howdershell 6 11 24_P1_INT54.eps,06/12/2024,0:19:58,5104,103.69,"Intermediate White 54""",
Roland,Commerce Lobby Floor Decals 6 11 24_HPW54.eps,06/11/2024,0:16:59,3913,79.33,"High Performance White 54""",
HP,Knights_of_columbus_RUSH_-_-_EVANS_FLOORING__6-11-24_CORPLS~1,06/11/2024,0:05:40,968,22,Corragated Plastic 4' x 8' sheet,
HP,12x18_Clement_Ford_Staff_Parking__6-10-24_ALM1218,06/11/2024,0:13:47,1296,72,Aluminum 12 x 18 sheets,
Roland,Dewey Been There Done That logo 5 29 24_HPW54.eps,06/11/2024,0:09:02,2946,53.29,"High Performance White 54""",
HP,18X24__Coro_Signs__Final_4-12-23_CORPLS,06/11/2024,0:31:06,8640,180,Corragated Plastic 4' x 8' sheet,
Roland,MUTLEY CRUE 8in tall PAW  6-7-24_HPW36.eps,06/10/2024,0:05:05,1432,42.94,"High Performance White 36""",
HP,Jeff_Computers_Clarkson_Sign_ALMS3~1,06/10/2024,0:07:43,577.6,36.1,Aluminum 3mm acm 4' x 8' sheet,
HP,12x18_-_8_appt_signs_SF_6-7-24_CORPLS,06/10/2024,0:07:52,3460.8,72,Corragated Plastic 4' x 8' sheet,
Roland,2x4 banner 6-10-24_BAN54.eps,06/10/2024,0:07:56,2801,56.01,"Banner 54""",
HP,MSD_KEELEY_Clark_Ave_wastewater_6_10_24_ALMS6~1,06/10/2024,0:15:09,3460.8,72.1,Aluminum 6mm acm 4' x 8' sheet,
HP,12x18_NHC_PARKING__5-3-24_ALM1218,06/10/2024,8:00:00,648,36,Aluminum 12 x 18 sheets,
Roland,NHC Insert 6-7-24_RUB36.eps,06/10/2024,0:03:02,706,33.19,"Roll-up Banner 36""",
HP,4x8_-_WSD_Project_Sign_6-7-24_ALMS3,06/10/2024,0:19:32,4612.8,96.1,Aluminum 3mm acm 4' x 8' sheet,
HP,2x3_Parish_Thanks_Signs_6-7-24_CORPL23,06/10/2024,0:06:08,1728,48,Corragated Plastic 2' x 3' sheet,
Roland,WITTMER decal and insert NEW  6-7-24_RUB36.eps,06/10/2024,0:03:04,815,34.50,"Roll-up Banner 36""",
Roland,WITTMER decal and insert NEW  6-7-24_TW30.eps,06/10/2024,0:08:55,1321,63.71,"Translucent White 30""",
Roland,Various NEW MAGS 6-6-24_MAG24.eps,06/07/2024,0:14:57,2133,102.47,"Magnet 24""",
Roland,New Trucks 2024 Logo 6-6-24_HPW36.eps,06/07/2024,0:15:56,3301,114.93,"High Performance White 36""",
HP,SLOW & 12x18 No Overnight Parking 6-5-24_ALMR,06/07/2024,,3304.8,72,Reflective Aluminum 4' x 8' sheet,
Roland,UIUC Sticker 507-707_INT30.eps,06/06/2024,0:10:59,1993,69.96,"Intermediate White 30""",
HP,Ascension_12x18_yard_signs_4_per_sheet_6-25-22_CORPLS~1,06/06/2024,0:12:32,7905.6,219.6,Corragated Plastic 4' x 8' sheet,
HP,5_-_2x3_facepaint_signs_DF_A-B__6-5-24_CORPL23,06/06/2024,0:11:38,6912,192,Corragated Plastic 2' x 3' sheet,
HP,Knights_of_columbus_Golf_Balls_2024_final_6-5-24__P3_CORPLS,06/06/2024,0:02:18,970.2,44.1,Corragated Plastic 4' x 8' sheet,
Roland,Van Driver Side Logo 6-6-24_HPW30.eps,06/06/2024,0:23:02,3429,141.71,"High Performance White 30""",
HP,Cross Traffic & Parking Sign_Sugaringnyc_ALMR,06/06/2024,0:23:35,1728,36,Reflective Aluminum 4' x 8' sheet,
HP,12x18_Family_Parking_Signs_6-5-24_P2 & P1_ALM1218~1,06/06/2024,0:07:19,216,12,Aluminum 12 x 18 sheets,
HP,5_-_2x3_facepaint_signs_DF_A-B__6-5-24_Back_CORPL23,06/06/2024,0:12:00,13968,388,Corragated Plastic 2' x 3' sheet,
HP,Knights of columbus Golf Balls 2024 final 6-5-24 & DRX Sole Insert_CORPLS,06/05/2024,0:07:09,2596,59,Corragated Plastic 4' x 8' sheet,
HP,fieldcrest_lane_signs_v2_ALMS063,06/05/2024,0:10:38,864,24,Aluminum .063,
HP,Ascension_12x18_yard_signs_16_per_sheet_5-13-22_CORPLS~2,06/05/2024,0:07:48,3459.6,96.1,Corragated Plastic 4' x 8' sheet,
HP,fieldcrest_lane_signs_ALMS063~1,06/05/2024,0:11:35,1012.2,24.1,Aluminum .063,
HP,18x24_yard_signs_6-25-24_CORPLS,06/05/2024,0:54:59,12960,270,Corragated Plastic 4' x 8' sheet,
HP,Ascension_12x18_yard_signs_16_per_sheet_5-13-22_Back_CORPLS~2,06/05/2024,0:07:48,4612.8,96.1,Corragated Plastic 4' x 8' sheet,
HP,2x3_A_Frame_Insert_Signs_6-4-24_CORPLS,06/05/2024,0:06:55,3463.2,48.1,Corragated Plastic 4' x 8' sheet,
HP,2x3_A_Frame_Insert_Signs_6-4-24_p2_CORPLS,06/05/2024,0:04:50,3459.6,96.1,Corragated Plastic 4' x 8' sheet,
HP,SVDP_Item_Signs_5.5x7__20_total__6-4-24_PVC3,06/04/2024,,770,22,PVC 3mm 4' x 8' sheet,
HP,No_Diving_20x14_Need_20_6-4-24_ALMS3,06/04/2024,0:33:02,6728,168.2,Aluminum 3mm acm 4' x 8' sheet,
Roland,Window Lettering 5-30-24_HPW48.eps,06/04/2024,0:45:00,8246,194.53,"Water Damaged HP White 54"" to 48""",
Roland,Gallagher Decal FINAL 9-26-22_HPW30.eps,06/04/2024,0:05:58,1247,44.18,"High Performance White 30""",
Roland,Binnington Mask Print on trans white with laminate  3-25-24_TW30.eps,06/03/2024,0:05:56,1197,46.01,"Translucent White 30""",
HP,367_Auto_ALMS3~1,06/03/2024,0:32:18,3456,96,Aluminum 3mm acm 4' x 8' sheet,
Roland,Central Bank ATM Various Decals 4''x4''  6-3-24_HPW54.eps,06/03/2024,0:09:00,2543,48.69,"High Performance White 54""",
Roland,Kinner Allie 2024_BAN54.eps,06/03/2024,0:49:00,4942,130.01,"Banner 54""",
Roland,3x4 forsale sign 6-3-24_INT54.eps,06/03/2024,0:10:00,3334,67.71,"Intermediate White 54""",
Roland,Brentwood STOP need 3 6-3-24_RFW30.eps,06/03/2024,0:15:01,2355,101.40,,
Roland,Meyer Landscape Common Cents pick up 5 30 24_HPW24.eps,06/03/2024,0:17:00,2317,113.05,"High Performance White 24""",
HP,McDonalds_3_x_10_Sponsor_sign_ALMS3-4X10,05/31/2024,0:27:16,4332,36.1,Aluminum 3mm acm 4' x 8' sheet,
HP,Friendship_Village_SNR_Delivery_coros_5_30_24_CORPLS,05/31/2024,0:08:46,4488,93.5,Corragated Plastic 4' x 8' sheet,
Roland,24X36 Farm Sign 5-30-24_HPW30.eps,05/31/2024,0:27:04,5240,204.58,"High Performance White 30""",
HP,2_Friendship_Village_SNR_Delivery_coros_5_30_24_CORPL1824,05/31/2024,0:04:22,432,24,"Corragated Plastic 18"" x 24"" sheet",
HP,1_Friendship_Village_SNR_Delivery_coros_5_30_24_CORPL1824,05/31/2024,0:04:19,3969,220.5,"Corragated Plastic 18"" x 24"" sheet",
HP,3_Friendship_Village_SNR_Delivery_coros_5_30_24_CORPL1824,05/31/2024,0:02:34,1296,72,"Corragated Plastic 18"" x 24"" sheet",
Roland,1-22x28 Poster Cards Checking  5-30-24_RUB36.eps,05/30/2024,0:05:01,1469,52.47,"Roll-up Banner 36""",
Roland,Dewey Been There Done That logo 5 29 24_HPW24.eps,05/30/2024,0:09:58,1067,67.90,"High Performance White 24""",
Roland,Summit Market_Wall sign print_HPW24.eps,05/29/2024,0:16:00,1627,116.44,"High Performance White 24""",
HP,24x18_Innovative_St_Louis_Standard_sign__5-29-24_CORPLS,05/29/2024,2:12:10,86400,1800,Corragated Plastic 4' x 8' sheet,
Roland,Cozad 2x3 Westwood Buisness Park 5 29 24_INT54.eps,05/29/2024,0:14:55,3320,67.44,"Intermediate White 54""",
HP,Route_Signs_Church_Custom_5-23-24_PVC3~1,05/29/2024,,576,48,PVC 3mm 4' x 8' sheet,
Roland,Door Logo Final with CUT Need 2  5-29-24_HPW24.eps,05/29/2024,0:11:59,1614,93.52,"High Performance White 24""",
HP,summer_sandwich_board_22x28_Need_2__5-28-24_CORPLS,05/28/2024,,1234.8,44.1,Corragated Plastic 4' x 8' sheet,
HP,Keeley_Jesseys_Auto_5_23_24_ALMS3,05/28/2024,0:17:26,3460.8,72,Aluminum 3mm acm 4' x 8' sheet,
HP,Back_P2_PoliceOrder_12x18_DOUBLE_FACE_Front_and_Back__5-24-24_CORPLS~3,05/28/2024,0:06:47,4320,90,Corragated Plastic 4' x 8' sheet,
HP,App-funnel-ted_drewes_signs_5-24-24_CORPLS,05/28/2024,0:08:29,4291.2,89.4,Corragated Plastic 4' x 8' sheet,
HP,3x3 Off Airport 5-23-24 & 12x18 Do Not Enter 5.24.24_ALMS08,05/28/2024,0:18:05,3456,72,Aluminum .08 4' x 8' sheet,
Roland,Damn Fine Hand Pies Final Print 5 24 24_TW60.eps,05/28/2024,0:20:55,5068,103.99,"Translucent White 60""",
Roland,Damn Fine Hand Pies Final Print 5 24 24_HPW54.eps,05/28/2024,0:23:59,5068,103.99,"High Performance White 54""",
HP,Front_P2_PoliceOrder_12x18_DOUBLE_FACE_Front_and_Back__5-24-24_CORPLS~1,05/28/2024,0:06:25,2160,90,Corragated Plastic 4' x 8' sheet,
Roland,Wohlf Truck copy Final  5-28-24_HPW48.eps,05/28/2024,0:19:02,3468,96.93,"Water Damaged HP White 54"" to 48""",
HP,STROTHKAMPS_MOVING_CORPL23,05/28/2024,,864,36,Corragated Plastic 2' x 3' sheet,
Roland,All Clings Summer 33 total need 6 of each - 198 5-15-24_EDW54.eps,05/25/2024,0:48:01,13196,259.96,"Ez Dot (White) 54""",
Roland,Bommarito Integrity Wall 5 24 24_HPW60.eps,05/24/2024,0:16:01,8507,150.28,"High Performance White 60""",
Roland,Weight Labels_HPW24.eps,05/24/2024,0:03:58,596,35.08,"High Performance White 24""",
Roland,2024 Fishing banner 5-23_BAN54.eps,05/24/2024,0:25:00,6402,128.01,"Banner 54""",
HP,Generic_Service_Banner_96x72_5-23-24_BAN98,05/24/2024,0:25:36,7178,97,"16 oz Banner 98""",
HP,Front_PoliceOrder_12x18_DOUBLE_FACE_Front_and_Back__5-24-24_CORPLS~1,05/24/2024,0:19:14,8640,180,Corragated Plastic 4' x 8' sheet,
Roland,Summer Blast Entry Banner 121x46 5-23-24_BAN54.eps,05/24/2024,0:31:00,7347,153.01,"Banner 54""",
HP,Back_PoliceOrder_12x18_DOUBLE_FACE_Front_and_Back__5-24-24_CORPLS~1,05/24/2024,0:16:06,8640,180,Corragated Plastic 4' x 8' sheet,
Roland,Decals  Need 2  45.75x85.5 5-20-24_P2_HPW54.eps,05/24/2024,0:21:03,5500,117.22,"High Performance White 54""",
Roland,Meyer MP Landscaping 2024 logo_HPW48.eps,05/23/2024,0:24:58,5034,110.50,"Water Damaged HP White 54"" to 48""",
Roland,Pinnacle Pick up 10 door repair 5 23 24_V2_HPW24.eps,05/23/2024,0:08:01,1184,66.03,"High Performance White 24""",
Roland,The Summit_MAG24.eps,05/23/2024,0:25:02,2240,102.01,"Magnet 24""",
Roland,Reaching for a Star Need 525 5-22-24_INT30.eps,05/22/2024,0:30:00,3738,131.21,"Intermediate White 30""",
HP,Hilton_Frontenac_Pool_Closed_18_x24_5_21_24_ALM1824,05/22/2024,0:07:57,432,18,Aluminum 18 x 24 sheets,
HP,1_Pool_Signs_ALL_5-22-24_ALMS08,05/22/2024,0:05:56,616,44,Aluminum .08 4' x 8' sheet,
Roland,Meyer Landscape Chevy 550_HPW48.eps,05/22/2024,0:23:05,4984,109.75,"Water Damaged HP White 54"" to 48""",
HP,2_DNI_18_X24_Adult_Pool_Area_signs_ALM1824,05/22/2024,0:09:07,432,18,Aluminum 18 x 24 sheets,
Roland,Building Need 2 5-22-24_HPW48.eps,05/22/2024,0:13:00,3356,85.74,"Water Damaged HP White 54"" to 48""",
Roland,Hyundai Now Open Banner 5-21-24_BAN54.eps,05/22/2024,0:29:04,6009,158.08,"Banner 54""",
Roland,Wright Conts 14 x4 Police Pricinct 2 banner 5 21 24_BAN54.eps,05/22/2024,0:41:00,10014,200.06,"Banner 54""",
HP,1_DNI_18_X24_Adult_Pool_Area_signs_ALM1824,05/22/2024,0:09:07,432,18,Aluminum 18 x 24 sheets,
Roland,Project America QTS ATL02 Need 100  5-22-24_INT30.eps,05/22/2024,0:08:04,1639,60.19,"Intermediate White 30""",
HP,2_Pool_Signs_ALL_5-22-24_ALMS08,05/22/2024,0:19:30,4512,94,Aluminum .08 4' x 8' sheet,
HP,Phoenix Solutions directional a frame signs 5 20 24 & Molner 532 S Filmore 24 x 18_ALMS3,05/22/2024,0:05:28,3456,72,Aluminum 3mm acm 4' x 8' sheet,
HP,18x24_Flag_Sign_with_logos_4-21-23_CORPL1824~1,05/22/2024,0:09:23,4010.4,167.1,"Corragated Plastic 18"" x 24"" sheet",
HP,New_Menus_2024_1_CORPLS,05/21/2024,0:08:34,4320,90,Corragated Plastic 4' x 8' sheet,
HP,New_Menus_2024_3_CORPL23,05/21/2024,0:04:56,864,24,Corragated Plastic 2' x 3' sheet,
HP,Joe_Hardie_FBS~1,05/21/2024,0:35:05,3780,90,Foam Board,
HP,New_Menus_2024_2_CORPLS,05/21/2024,0:05:31,4324.8,90.1,Corragated Plastic 4' x 8' sheet,
Roland,Papous Grill Banner Decal 5-21-24_INT60.eps,05/21/2024,0:05:56,2181,40.21,"Intermediate White 60""",
Roland,12x18 Mags 5-20-24_MAG24.eps,05/21/2024,0:19:01,2486,127.50,"Magnet 24""",
Roland,Barnard Boat Numbers & Flat Roof & Cool Dell No Climbing_HPW54.eps,05/21/2024,0:10:04,3036,58.03,"High Performance White 54""",
HP,S1_Villa_Passport_24_x18_directionals_5_21_24_CORPL1824,05/21/2024,,7180.8,299.2,"Corragated Plastic 18"" x 24"" sheet",
HP,S2_Villa_Passport_24_x18_directionals_5_21_24_CORPL1824eps,05/21/2024,,1728,72,"Corragated Plastic 18"" x 24"" sheet",
HP,18x24_Coros_5-20-24_1up_CORPL1824,05/21/2024,0:32:23,10800,450,"Corragated Plastic 18"" x 24"" sheet",
Roland,Decals  Need 2  45.75x85.5 5-20-24_HPW54.eps,05/21/2024,0:33:02,6007,128.03,"High Performance White 54""",
HP,Stonebridge_Ben_Edit__Emerald_point_8x4_5_14_24_CORPLS~1,05/21/2024,,4608,96,Corragated Plastic 4' x 8' sheet,
Roland,Pool Info Sign 45x60 5-15-24_HPW54.eps,05/20/2024,0:20:00,4240,91.71,"High Performance White 54""",
HP,12x18_.080_Alum_5-20-24_ALM1218,05/20/2024,0:20:35,1944,108,Aluminum 12 x 18 sheets,
Roland,shipping case labels RFQ_INT30.eps,05/20/2024,0:22:00,4975,176.21,"Intermediate White 30""",
Roland,shipping case labels RFQ_INT54.eps,05/20/2024,0:12:58,3304,62.96,"Intermediate White 54""",
Roland,Damn Fine Hand Pies Sample 5 17 24_TW24.eps,05/20/2024,0:16:57,2527,131.38,"Translucent White 24""",
