Event,Nick Name,Job Name,Size,Page Size_X[mm],Page Size_Y[mm],Media Name,Copy,Print Area_X[mm],Print Area_Y[mm],Ink Consumption[cc],Ink Name,Input Time,RIP Start Time,RIP End Time,Print Start Time,Print End Time,Details,Total Print Time,Material Width,Width (in),Length (in),Area (in),Extra for Lead in,Actual Length area,Actual Area,Cyan:,Magenta:,Yellow:,Black:,Light Magenta:,Light Cyan:,Light Black,Sum of Ink,Ink CC sq ft
Print End,XR-640#2,NAIC4 Various Set #1  8-1-24_P5_INT60.eps,6527810,1493.3,2032,Generic Vinyl II HD,1,1496.65,2044,2.548:2.644:0.657:9.294:6.723:4.428:3.343,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/08/30 13:05:05,2024/08/30 13:30:01,,0:24:56,60.00,58.79,95.47,5728.346457,15,80.47244094,4731.082522,2.548,2.644,0.657,9.294,4.428,4.428,3.343,27.342,0.8322086925
Print End,XR-640#2,NAIC4 Various Set #1  8-1-24_P2_INT60.eps,6445442,1493.3,2033.76,Generic Vinyl II HD,1,1496.65,2045.76,1.194:1.238:0.305:4.321:3.126:2.060:1.534,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/08/30 12:35:01,2024/08/30 12:59:03,,0:24:02,30.00,58.79,95.54,2866.251969,15,80.54173228,4735.156253,1.194,1.238,0.305,4.321,2.060,2.060,1.534,12.712,0.3865823855
New Job(A),XR-640#2,Ben Bday_INT30.eps,55819058,804.33,95.6,3M™ IJ180Cv3,1,804.33,107.6,,,2024/08/30 12:17:00,,,,,,0:00:00,60.00,31.67,19.24,0,15,4.236220472,134.1464257,,,,,,,,0,0
RIP End,XR-640#2,NAIC4 Various Set #1  8-1-24_P2_INT60.eps,6445442,1493.3,2033.76,Generic Vinyl II HD,1,1496.65,2045.76,1.194:1.238:0.305:4.321:3.126:2.060:1.534,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/30 11:58:01,2024/08/30 12:04:01,,,,0:00:00,60.00,58.79,95.54,5732.503937,15,80.54173228,4735.156253,1.194,1.238,0.305,4.321,2.060,2.060,1.534,12.712,0.3865823855
Print End,XR-640#2,NAIC4 Various Set #1  8-1-24_P3_INT60.eps,6462594,1496.48,2032,Generic Vinyl II HD,1,1498.24,2044,1.221:1.267:0.312:4.481:3.212:2.114:1.585,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/08/30 11:58:00,2024/08/30 12:22:00,,0:24:00,60.00,58.92,95.47,5728.346457,15,80.47244094,4741.157418,1.221,1.267,0.312,4.481,2.114,2.114,1.585,13.094,0.3976952954
Print End,XR-640#2,NAIC4 Various Set #1  8-1-24_P1_INT60.eps,6433766,1493.3,2026,Generic Vinyl II HD,1,1496.65,2038,1.192:1.233:0.302:4.305:3.118:2.055:1.529,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/08/30 11:32:01,2024/08/30 11:54:01,,0:22:00,60.00,58.79,95.24,5714.173228,15,80.23622047,4717.194804,1.192,1.233,0.302,4.305,2.055,2.055,1.529,12.671,0.3868027664
RIP End,XR-640#2,NAIC4 Various Set #1  8-1-24_P5_INT60.eps,6527810,1493.3,2032,Generic Vinyl II HD,1,1496.65,2044,1.238:1.285:0.316:4.580:3.263:2.147:1.616,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/30 11:28:05,2024/08/30 11:35:00,,,,0:00:00,60.00,58.79,95.47,5728.346457,15,80.47244094,4731.082522,1.238,1.285,0.316,4.580,2.147,2.147,1.616,13.329,0.4056948893
New Job(A),XR-640#2,NAIC4 Various Set #1  8-1-24_P5_INT60.eps,6527810,1493.3,2032,3M™ IJ180Cv3,1,1493.3,2044,,,2024/08/30 11:24:03,,,,,,0:00:00,60.00,58.79,95.47,0,15,80.47244094,4731.082522,,,,,,,,0,0
New Job(A),XR-640#2,NAIC4 Various Set #1  8-1-24_P2_INT60.eps,6445442,1493.3,2033.76,3M™ IJ180Cv3,1,1493.3,2045.76,,,2024/08/30 11:23:00,,,,,,0:00:00,60.00,58.79,95.54,0,15,80.54173228,4735.156253,,,,,,,,0,0
RIP End,XR-640#2,NAIC4 Various Set #1  8-1-24_P1_INT60.eps,6433766,1493.3,2026,Generic Vinyl II HD,1,1496.65,2038,1.192:1.233:0.302:4.305:3.118:2.055:1.529,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/30 11:22:05,2024/08/30 11:28:05,,,,0:00:00,60.00,58.79,95.24,5714.173228,15,80.23622047,4717.194804,1.192,1.233,0.302,4.305,2.055,2.055,1.529,12.671,0.3868027664
RIP End,XR-640#2,NAIC4 Various Set #1  8-1-24_P3_INT60.eps,6462594,1496.48,2032,Generic Vinyl II HD,1,1498.24,2044,1.221:1.267:0.312:4.481:3.212:2.114:1.585,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/30 11:15:05,2024/08/30 11:21:05,,,,0:00:00,60.00,58.92,95.47,5728.346457,15,80.47244094,4741.157418,1.221,1.267,0.312,4.481,2.114,2.114,1.585,13.094,0.3976952954
New Job(A),XR-640#2,NAIC4 Various Set #1  8-1-24_P3_INT60.eps,6462594,1496.48,2032,3M™ IJ180Cv3,1,1496.48,2044,,,2024/08/30 11:09:04,,,,,,0:00:00,60.00,58.92,95.47,0,15,80.47244094,4741.157418,,,,,,,,0,0
RIP End,XR-640#2,NAIC4 Various Set #1  8-1-24_P1_INT60.eps,6433766,1493.3,2026,3M™ IJ180Cv3,1,1496.65,2038,0.756:1.055:0.413:2.725:3.073:1.813:2.276,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/30 11:07:05,2024/08/30 11:13:04,,,,0:00:00,60.00,58.79,95.24,5714.173228,15,80.23622047,4717.194804,0.756,1.055,0.413,2.725,1.813,1.813,2.276,10.851,0.3312443231
New Job(A),XR-640#2,NAIC4 Various Set #1  8-1-24_P1_INT60.eps,6433766,1493.3,2026,3M™ IJ180Cv3,1,1493.3,2038,,,2024/08/30 11:07:03,,,,,,0:00:00,60.00,58.79,95.24,0,15,80.23622047,4717.194804,,,,,,,,0,0
New Job(A),XR-640#2,NAIC4 Various Set #1  8-1-24_P3_INT60.eps,6483794,1502.83,2032,3M™ IJ180Cv3,1,1502.83,2044,,,2024/08/30 11:00:00,,,,,,0:00:00,60.00,59.17,95.47,0,15,80.47244094,4761.275529,,,,,,,,0,0
Print End,XR-640#2,NAIC4 Various Set #1  8-1-24_P4_INT60.eps,6487186,1495.77,2016.12,Generic Vinyl II HD,1,1497.885,2028.12,1.195:1.238:0.305:4.325:3.128:2.061:1.535,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/30 10:59:05,2024/08/30 11:07:00,2024/08/30 10:59:05,2024/08/30 11:31:01,,0:31:56,60.00,58.89,94.85,5690.834646,15,79.84724409,4702.091035,1.195,1.238,0.305,4.325,2.061,2.061,1.535,12.72,0.3895458395
New Job(A),XR-640#2,NAIC4 Various Set #1  8-1-24_P4_INT60.eps,6487186,1495.77,2016.12,3M™ IJ180Cv3,1,1495.77,2028.12,,,2024/08/30 10:58:00,,,,,,0:00:00,60.00,58.89,94.85,0,15,79.84724409,4702.091035,,,,,,,,0,0
New Job(A),XR-640#2,NAIC4 Various Set #1  8-1-24_P1_INT60.eps,6462126,1502.83,2026,3M™ IJ180Cv3,1,1502.83,2038,,,2024/08/30 10:53:03,,,,,,0:00:00,54.00,59.17,110.24,0,30,80.23622047,4747.299182,,,,,,,,0,0
Print End,XR-640#2,H car carbon fiber final_HPW54.eps,23636146,1188.86,1551.16,3M™ IJ180Cv3,1,1254.425,1563.16,1.996:5.461:4.650:2.200:7.567:4.590:7.832,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/30 9:36:02,2024/08/30 9:41:05,2024/08/30 9:36:02,2024/08/30 9:58:03,,0:22:01,54.00,46.81,91.54,4943.253543,30,61.54173228,2880.492277,1.996,5.461,4.650,2.200,4.590,4.590,7.832,31.319,1.565682379
New Job(A),XR-640#2,H car carbon fiber final_HPW54.eps,23636146,1188.86,1551.16,3M™ IJ180Cv3,1,1563.16,1188.85,,,2024/08/30 9:27:05,,,,,,0:00:00,54.00,46.81,61.81,0,15,46.80511811,2190.737509,,,,,,,,0,0
Print End,XR-640#2,Real Inpact Elevate logo 8 27 24_INT54.eps,11773266,1152.52,1401.58,Generic Vinyl II HD,1,1239.76,1413.58,0.634:0.644:0.178:2.392:1.453:0.975:0.892,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/30 8:35:01,2024/08/30 8:39:03,2024/08/30 8:35:01,2024/08/30 9:00:04,,0:25:03,54.00,45.37,70.65,3815.248819,15,55.65275591,2525.232844,0.634,0.644,0.178,2.392,0.975,0.975,0.892,6.69,0.3814935333
New Job(A),XR-640#2,Real Inpact Elevate logo 8 27 24_INT54.eps,11773266,1152.52,1401.58,3M™ IJ180Cv3,1,1413.58,1152.52,,,2024/08/30 8:33:04,,,,,,0:00:00,54.00,45.37,60.37,0,15,45.37480315,2058.872761,,,,,,,,0,0
New Job(A),XR-640#2,Real Inpact Elevate logo 8 27 24_INT54.eps,11784566,1152.52,1401.58,3M™ IJ180Cv3,1,1413.58,1152.52,,,2024/08/30 8:29:00,,,,,,0:00:00,60.00,45.37,75.37,0,30,45.37480315,2058.872761,,,,,,,,0,0
Print End,XR-640#2,McCarthy_Crane DUDE_P1_TW60.eps,6149102,1269.64,2203.09,Generic Vinyl II HD,1,1358.82,2215.09,3.181:10.920:6.445:8.734:3.367:3.195:2.289,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/08/29 16:34:05,2024/08/29 17:24:04,,0:49:59,60.00,49.99,117.21,7032.496063,30,87.20826772,4359.177363,3.181,10.920,6.445,8.734,3.195,3.195,2.289,37.959,1.253928332
RIP End,XR-640#2,McCarthy_Crane DUDE_P1_TW60.eps,6149102,1269.64,2203.09,Generic Vinyl II HD,1,1358.82,2215.09,3.181:10.920:6.445:8.734:3.367:3.195:2.289,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/29 15:21:01,2024/08/29 15:23:00,,,,0:00:00,60.00,49.99,117.21,7032.496063,30,87.20826772,4359.177363,3.181,10.920,6.445,8.734,3.195,3.195,2.289,37.959,1.253928332
New Job(A),XR-640#2,McCarthy_Crane DUDE_P1_TW60.eps,6149102,1269.64,2203.09,3M™ IJ180Cv3,1,1269.64,2215.09,,,2024/08/29 15:19:01,,,,,,0:00:00,60.00,49.99,117.21,0,30,87.20826772,4359.177363,,,,,,,,0,0
Print End,XR-640#2,McCarthy_Crane DUDE_P2_TW60.eps,6143734,1269.64,2203.09,Generic Vinyl II HD,1,1358.82,2215.09,3.220:5.260:4.555:8.869:3.833:3.244:1.910,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/29 15:19:00,2024/08/29 15:20:05,2024/08/29 15:19:00,2024/08/29 16:10:03,,0:51:03,60.00,49.99,117.21,7032.496063,30,87.20826772,4359.177363,3.220,5.260,4.555,8.869,3.244,3.244,1.910,30.302,1.000988865
New Job(A),XR-640#2,McCarthy_Crane DUDE_P2_TW60.eps,6143734,1269.64,2203.09,3M™ IJ180Cv3,1,1269.64,2215.09,,,2024/08/29 15:18:02,,,,,,0:00:00,60.00,49.99,117.21,0,30,87.20826772,4359.177363,,,,,,,,0,0
New Job(A),XR-640#2,McCarthy_Crane DUDE_P2_TW60.eps,6139402,2203.09,1269.64,3M™ IJ180Cv3,1,1281.64,2203.09,,,2024/08/29 15:09:02,,,,,,0:00:00,60.00,86.74,116.74,0,30,86.73582677,7523.103646,,,,,,,,0,0
New Job(A),XR-640#2,McCarthy_Crane DUDE_P1_TW60.eps,6144602,2203.09,1269.64,3M™ IJ180Cv3,1,1281.64,2203.09,,,2024/08/29 15:09:01,,,,,,0:00:00,54.00,86.74,116.74,0,30,86.73582677,7523.103646,,,,,,,,0,0
Print End,XR-640#2,St Dominic Revese Mission Statement sign 8 27 24_V3_HPC54.pdf,785004,1057.27,425.45,Generic Vinyl II HD,1,1195.135,437.45,0.993:1.110:0.134:1.150:0.499:0.500:0.463,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/29 14:09:02,2024/08/29 14:09:05,2024/08/29 14:09:02,2024/08/29 14:20:04,,0:11:02,54.00,41.62,47.22,2550.011811,30,17.22244094,716.8807141,0.993,1.110,0.134,1.150,0.500,0.500,0.463,4.85,0.9742206566
New Job(A),XR-640#2,St Dominic Revese Mission Statement sign 8 27 24_V3_HPC54.pdf,785004,1057.27,425.45,3M™ IJ180Cv3,1,1057.27,437.45,,,2024/08/29 14:08:05,,,,,,0:00:00,54.00,41.62,47.22,0,30,17.22244094,716.8807141,,,,,,,,0,0
Print End,XR-640#2,St Dominic Revese Mission Statement sign 8 27 24_2_HPC54.pdf,788622,1057.27,428.62,Generic Vinyl II HD,1,1195.135,440.62,1.178:1.303:0.138:1.378:0.462:0.454:0.402,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/29 13:51:03,2024/08/29 13:52:00,2024/08/29 13:51:03,2024/08/29 14:02:01,,0:10:58,54.00,41.62,47.35,2556.751181,30,17.34724409,722.0756206,1.178,1.303,0.138,1.378,0.454,0.454,0.402,5.307,1.058348985
New Job(A),XR-640#2,St Dominic Revese Mission Statement sign 8 27 24_2_HPC54.pdf,788622,1057.27,428.62,3M™ IJ180Cv3,1,1057.27,440.62,,,2024/08/29 13:51:00,,,,,,0:00:00,54.00,41.62,47.35,0,30,17.34724409,722.0756206,,,,,,,,0,0
New Job(A),XR-640#2,St Dominic Revese Mission Statement sign 8 27 24_2_HPC54.pdf,784945,1262.94,833.96,3M™ IJ180Cv3,1,1262.94,845.96,,,2024/08/29 13:48:03,,,,,,0:00:00,54.00,49.72,63.31,0,30,33.30551181,1656.018232,,,,,,,,0,0
Error,XR-640#2,St Dominic Revese Mission Statement sign 8 27 24_2_HPC54.eps,7303826,0,0,,0,0,0,,,2024/08/29 13:48:01,,,,,,0:00:00,54.00,0.00,30.00,0,30,0,0,,,,,,,,0,#DIV/0!
Error,XR-640#2,St Dominic Revese Mission Statement sign 8 27 24_2_HPC54.eps,7303826,0,0,,0,0,0,,,2024/08/29 13:47:05,,,,,,0:00:00,54.00,0.00,30.00,0,30,0,0,,,,,,,,0,#DIV/0!
Error,XR-640#2,St Dominic Revese Mission Statement sign 8 27 24_HPC54.eps,7303486,0,0,,0,0,0,,,2024/08/29 13:47:02,,,,,,0:00:00,24.00,0.00,30.00,0,30,0,0,,,,,,,,0,#DIV/0!
Print End,XR-640#2,Caplaco Urgent Vet_P1_HPW24.eps,6222090,545.74,945.79,3M™ IJ180Cv3,1,556.37,957.79,0.105:0.339:0.188:0.361:0.426:0.245:0.350,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/29 10:32:01,2024/08/29 10:33:02,2024/08/29 10:32:01,2024/08/29 10:43:03,,0:11:02,63.00,21.49,52.71,3320.620866,15,37.70826772,810.193308,0.105,0.339,0.188,0.361,0.245,0.245,0.350,1.833,0.3257889165
Print End,XR-640#2,fast pitch turf_BAN63.eps,8979758,1270.35,1270.35,Generic Banner II,3,1415.67,3811.02,0.644:0.931:4.404:2.505:3.781:4.935:4.072,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/08/29 9:02:00,2024/08/29 10:22:05,,1:20:05,24.00,50.01,180.04,4320.96378,30,150.0401575,7504.075357,0.644,0.931,4.404,2.505,4.935,4.935,4.072,22.426,0.4303453586
New Job(A),XR-640#2,Caplaco Urgent Vet_P1_HPW24.eps,6222090,545.74,945.79,3M™ IJ180Cv3,1,957.79,545.74,,,2024/08/29 8:45:02,,,,,,0:00:00,63.00,21.49,36.49,0,15,21.48582677,461.6407521,,,,,,,,0,0
Print End,XR-640#2,fast pitch turf_BAN63.eps,8979758,1270.35,1270.35,Generic Banner II,2,1415.67,2540.68,0.429:0.621:2.936:1.670:2.521:3.290:2.715,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/08/29 7:56:01,2024/08/29 8:52:04,,0:56:03,63.00,50.01,115.03,7246.686614,15,100.0267717,5002.716904,0.429,0.621,2.936,1.670,3.290,3.290,2.715,14.951,0.4303549534
Print End,XR-640#2,fast pitch turf_BAN63.eps,8979758,1270.35,1270.35,Generic Banner II,1,1415.67,1270.34,0.215:0.310:1.468:0.835:1.260:1.645:1.357,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/08/28 16:53:00,2024/08/28 17:20:01,,0:27:01,63.00,50.01,65.01,4095.843307,15,50.01338583,2501.358452,0.215,0.310,1.468,0.835,1.645,1.645,1.357,7.475,0.430326169
Print End,XR-640#2,fast pitch turf_BAN63.eps,8979758,1270.35,1270.35,Generic Banner II,2,1415.67,2540.68,0.429:0.621:2.936:1.670:2.521:3.290:2.715,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/08/28 15:52:05,2024/08/28 16:46:05,,0:54:00,63.00,50.01,115.03,7246.686614,15,100.0267717,5002.716904,0.429,0.621,2.936,1.670,3.290,3.290,2.715,14.951,0.4303549534
RIP End,XR-640#2,fast pitch turf_BAN63.eps,8979758,1270.35,1270.35,Generic Banner II,2,1415.67,2540.68,0.429:0.621:2.936:1.670:2.521:3.290:2.715,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/28 15:43:00,2024/08/28 15:44:01,,,,0:00:00,63.00,50.01,115.03,7246.686614,15,100.0267717,5002.716904,0.429,0.621,2.936,1.670,3.290,3.290,2.715,14.951,0.4303549534
New Job(A),XR-640#2,fast pitch turf_BAN63.eps,8979758,1270.35,1270.35,3M™ IJ180Cv3,1,1282.34,1270.34,,,2024/08/28 15:42:01,,,,,,0:00:00,63.00,50.01,65.01,0,15,50.01338583,2501.358452,,,,,,,,0,0
New Job(A),XR-640#2,fast pitch turf_BAN63.pdf,521738,279.39,215.89,3M™ IJ180Cv3,1,279.39,227.89,,,2024/08/28 15:30:00,,,,,,0:00:00,63.00,11.00,23.97,0,15,8.972047244,98.68898738,,,,,,,,0,0
Print End,XR-640#2,3x4 banner need 2 8-27-24_BAN63.eps,6939546,1270.35,965.55,Generic Banner II,2,1415.67,1931.1,0.431:2.173:3.210:2.405:3.745:2.189:1.667,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/28 15:28:04,2024/08/28 15:29:01,2024/08/28 15:28:04,2024/08/28 15:48:03,,0:19:59,63.00,50.01,91.03,5734.73622,15,76.02755906,3802.425577,0.431,2.173,3.210,2.405,2.189,2.189,1.667,14.264,0.5401857206
New Job(A),XR-640#2,3x4 banner need 2 8-27-24_BAN63.eps,6939546,1270.35,965.55,3M™ IJ180Cv3,1,1270.34,977.55,,,2024/08/28 15:28:00,,,,,,0:00:00,36.00,50.01,68.49,0,30,38.48622047,1924.841346,,,,,,,,0,0
Print End,XR-640#2,Hesse LOGO Final 5in NEW_HPW36.eps,1995458,158.04,170.39,3M™ IJ180Cv3,2,840.89,158.04,0.012:0.025:0.023:0.031:0.066:0.036:0.035,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/08/28 14:19:04,2024/08/28 14:23:00,,0:03:56,36.00,6.22,36.22,1303.993701,30,6.222047244,38.71387191,0.012,0.025,0.023,0.031,0.036,0.036,0.035,0.198,0.7364801968
Print Canceled,XR-640#2,Hesse LOGO Final 5in NEW_HPW36.eps,1995458,158.04,170.39,3M™ IJ180Cv3,2,635.39,158.04,0.012:0.025:0.023:0.031:0.066:0.036:0.035,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/28 13:56:05,2024/08/28 13:57:00,2024/08/28 13:56:05,2024/08/28 13:58:05,,0:02:00,36.00,6.22,36.22,1303.993701,30,6.222047244,38.71387191,0.012,0.025,0.023,0.031,0.036,0.036,0.035,0.198,0.7364801968
New Job(A),XR-640#2,Hesse LOGO Final 5in NEW_HPW36.eps,1995458,158.04,170.39,3M™ IJ180Cv3,1,182.39,158.04,,,2024/08/28 13:56:03,,,,,,0:00:00,36.00,6.22,36.22,0,30,6.222047244,38.71387191,,,,,,,,0,0
Print End,XR-640#2,Tuck Point + Gateway_interior wall logo new need 2_HPW36.eps,6534938,901.34,1284.11,3M™ IJ180Cv3,1,901.67,1296.1,0.114:0.777:4.369:0.270:2.121:0.396:0.598,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/28 10:17:05,2024/08/28 10:20:03,2024/08/28 10:17:05,2024/08/28 10:32:05,,0:15:00,36.00,35.49,81.03,2916.992126,30,51.02755906,1810.755121,0.114,0.777,4.369,0.270,0.396,0.396,0.598,6.92,0.5503118496
New Job(A),XR-640#2,Tuck Point + Gateway_interior wall logo new need 2_HPW36.eps,6534938,901.34,1284.11,3M™ IJ180Cv3,1,1296.1,901.34,,,2024/08/28 10:13:02,,,,,,0:00:00,36.00,35.49,65.49,0,30,35.48582677,1259.243902,,,,,,,,0,0
Print End,XR-640#2,Caplaco Clover Moon_HPW36.eps,6408354,838.55,1072.09,3M™ IJ180Cv3,1,843.275,1084.08,0.136:0.280:0.120:0.592:0.579:0.339:0.571,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/28 9:16:00,2024/08/28 9:17:05,2024/08/28 9:16:00,2024/08/28 9:30:01,,0:14:01,54.00,33.01,57.68,3114.737008,15,42.68031496,1409.038508,0.136,0.280,0.120,0.592,0.339,0.339,0.571,2.377,0.2429230983
Print End,XR-640#2,Elidi Rea_p2_THP54.eps,102648510,203.2,254,Generic Paper,4,1136.5,203.2,0.002:0.007:0.065:0.002:0.081:0.027:0.004,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/28 8:39:03,2024/08/28 8:40:00,2024/08/28 8:39:03,2024/08/28 8:44:01,,0:04:58,54.00,8.00,23.00,1242,15,8,64,0.002,0.007,0.065,0.002,0.027,0.027,0.004,0.134,0.3015
New Job(A),XR-640#2,Elidi Rea_p2_THP54.eps,102648510,203.2,254,3M™ IJ180Cv3,1,266,203.2,,,2024/08/28 8:37:01,,,,,,0:00:00,36.00,8.00,38.00,0,30,8,64,,,,,,,,0,0
New Job(A),XR-640#2,Caplaco Clover Moon_HPW36.eps,6408354,838.55,1072.09,3M™ IJ180Cv3,1,1084.08,838.55,,,2024/08/28 8:28:03,,,,,,0:00:00,54.00,33.01,48.01,0,15,33.01377953,1089.909639,,,,,,,,0,0
Print End,XR-640#2,Elidi Rea_THP54.eps,102646542,203.55,254.35,Generic Paper,4,1135.2,203.55,0.001:0.007:0.065:0.002:0.082:0.028:0.005,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/28 8:22:05,2024/08/28 8:23:02,2024/08/28 8:22:05,2024/08/28 8:27:02,,0:04:57,54.00,8.01,23.01,1242.744094,15,8.013779528,64.22066232,0.001,0.007,0.065,0.002,0.028,0.028,0.005,0.136,0.3049485834
New Job(A),XR-640#2,Elidi Rea_THP54.eps,102646542,203.55,254.35,3M™ IJ180Cv3,1,266.35,203.55,,,2024/08/28 8:21:03,,,,,,0:00:00,63.00,8.01,23.01,0,15,8.013779528,64.22066232,,,,,,,,0,0
Print End,XR-640#2,AJ Brown_4x10 banner_BAN63.eps,19494622,1270.35,3099.15,Generic Vinyl II HD,1,578.815,190.55,0.097:0.054:0.012:0.042:0.033:0.025:0.015,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/08/27 16:29:02,2024/08/27 16:29:04,2024/08/27 16:29:02,2024/08/27 16:34:01,,0:04:59,,50.01,7.50,0,,7.501968504,375.2017988,0.097,0.054,0.012,0.042,0.025,0.025,0.015,0.27,0.1036242367
Print End,XR-640#2,PR23K_sample_AJB_v4.eps,4642978,101.95,105.48,Generic Vinyl II HD,1,162.22,101.95,0.019:0.024:0.004:0.002:0.014:0.014:0.010,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/08/27 16:12:04,2024/08/27 16:27:00,,0:14:56,54.00,4.01,19.01,1026.744094,15,4.013779528,16.1104261,0.019,0.024,0.004,0.002,0.014,0.014,0.010,0.087,0.7776330635
Print Start,XR-640#2,MiniSo_INT54.eps,5986686,974.37,833.26,Generic Vinyl II HD,1,1142.185,845.26,0.000:4.444:3.778:0.001:1.188:0.077:0.086,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/10/02 11:51:03,2024/10/02 11:54:01,2024/10/02 11:51:03,,,-1093619:51:03,54.00,38.36,48.28,2607.009449,15,33.27795276,1276.576332,0.000,4.444,3.778,0.001,0.077,0.077,0.086,8.463,0.954640917
New Job(A),XR-640#2,MiniSo_INT54.eps,5986686,974.37,833.26,3M™ IJ180Cv3,1,974.37,845.26,,,2024/10/02 11:51:00,,,,,,0:00:00,54.00,38.36,63.28,0,30,33.27795276,1276.576332,,,,,,,,0,0
Print End,XR-640#2,9x-Truck door decals  MCCARTHY  10-1-24_HPW54.eps,5632146,1323.62,1144.05,3M™ IJ180Cv3,3,1325.31,3476.15,3.795:12.797:7.980:8.457:12.126:6.074:8.442,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/10/02 10:40:05,2024/10/02 11:17:02,,0:36:57,54.00,52.11,166.86,9010.240157,30,136.8562992,7131.721841,3.795,12.797,7.980,8.457,6.074,6.074,8.442,53.619,1.082646824
Print End,XR-640#2,9x-Truck door decals  MCCARTHY  10-1-24_HPW54.eps,5632146,1323.62,1144.05,3M™ IJ180Cv3,3,1325.31,3476.15,3.795:12.797:7.980:8.457:12.126:6.074:8.442,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/10/02 10:02:04,2024/10/02 10:36:00,,0:33:56,54.00,52.11,166.86,9010.240157,30,136.8562992,7131.721841,3.795,12.797,7.980,8.457,6.074,6.074,8.442,53.619,1.082646824
Print End,XR-640#2,9x-Truck door decals  MCCARTHY  10-1-24_HPW54.eps,5632146,1323.62,1144.05,3M™ IJ180Cv3,3,1325.31,3476.15,3.795:12.797:7.980:8.457:12.126:6.074:8.442,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/10/02 9:18:03,2024/10/02 9:22:01,2024/10/02 9:18:03,2024/10/02 10:01:04,,0:43:01,54.00,52.11,166.86,9010.240157,30,136.8562992,7131.721841,3.795,12.797,7.980,8.457,6.074,6.074,8.442,53.619,1.082646824
New Job(A),XR-640#2,9x-Truck door decals  MCCARTHY  10-1-24_HPW54.eps,5632146,1323.62,1144.05,3M™ IJ180Cv3,1,1323.62,1156.05,,,2024/10/02 9:13:04,,,,,,0:00:00,54.00,52.11,75.51,0,30,45.51377953,2371.76964,,,,,,,,0,0
Print End,XR-640#2,MC IND TRUCK DOOR LOGO 10-1-24_HPW54.eps,6375970,1262.94,1206.14,3M™ IJ180Cv3,2,1294.97,2440.28,2.516:2.928:1.014:1.895:4.891:3.202:3.436,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/10/02 8:16:01,2024/10/02 8:43:02,,0:27:01,54.00,49.72,126.07,6807.99685,30,96.07401575,4776.99675,2.516,2.928,1.014,1.895,3.202,3.202,3.436,18.193,0.5484182086
