,Unnamed: 0.1,Unnamed: 0,Company_(Maker-if known),Specific Bean Origin_or Bar Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Broad Bean_Origin,Company Latitude,Company Logitude,Company_Location_Count,Location Rarity Classification,Cocoa Amount Group,Bean Origin Longitude,Bean Origin Latitude
339,339,350,Caribeans,Costa Rica,841,2012,0.72,Costa Rica,3.0,Costa Rica,9.75,-84.07,9,extra rare,Average Amount,-84.0739,9.7489
340,340,351,Caribeans,Costa Rica,845,2012,0.8,Costa Rica,2.75,Costa Rica,9.75,-84.07,9,extra rare,High Amount,-84.0739,9.7489
341,341,352,Carlotta Chocolat,Arauca,1884,2016,0.65,Colombia,3.0,Colombia,4.57,-74.3,23,extra rare,Average Amount,-74.2973,4.5709
342,342,353,Carlotta Chocolat,Tumaco,1888,2016,0.65,Colombia,3.25,Colombia,4.57,-74.3,23,extra rare,Average Amount,-74.2973,4.5709
343,343,354,Carlotta Chocolat,Cordoba,1888,2016,0.65,Colombia,3.25,Colombia,4.57,-74.3,23,extra rare,Average Amount,-74.2973,4.5709
344,344,355,Carlotta Chocolat,Huila,1888,2016,0.65,Colombia,3.5,Colombia,4.57,-74.3,23,extra rare,Average Amount,-74.2973,4.5709
345,345,356,Carlotta Chocolat,Cesar,1888,2016,0.65,Colombia,3.5,Colombia,4.57,-74.3,23,extra rare,Average Amount,-74.2973,4.5709
346,346,357,Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,0.72,U.S.A.,4.0,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899
347,347,358,Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,0.72,U.S.A.,3.5,Honduras,37.09,-95.71,738,most common,Average Amount,-86.2419,15.2
348,348,359,Castronovo,"Duarte, Batch 360",1570,2015,0.7,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357
349,349,360,Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,0.72,U.S.A.,3.5,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238
350,350,361,Castronovo,Sierra Nevada,1347,2014,0.72,U.S.A.,3.5,Colombia,37.09,-95.71,738,most common,Average Amount,-74.2973,4.5709
351,351,362,Castronovo,Arauca,1371,2014,0.76,U.S.A.,3.5,Colombia,37.09,-95.71,738,most common,Average Amount,-74.2973,4.5709
352,352,363,Castronovo,Elvesia P.,1407,2014,0.7,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357
353,353,364,Castronovo,Bolivia,1101,2013,0.7,U.S.A.,3.0,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902
354,354,365,Castronovo,Conacado,1101,2013,0.73,U.S.A.,3.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357
355,355,366,Castronovo,San Martin,1105,2013,0.7,U.S.A.,2.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967
356,356,367,Castronovo,"Guaniamo, Amazonas",1105,2013,0.7,U.S.A.,3.25,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238
357,357,368,Castronovo,Nicaragua,1109,2013,0.72,U.S.A.,3.25,Nicaragua,37.09,-95.71,738,most common,Average Amount,-85.2072,12.8654
358,358,369,Castronovo,Tumbes,1153,2013,0.7,U.S.A.,2.75,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967
359,359,370,Castronovo,Guaniamo,1153,2013,0.72,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238
360,360,371,Cello,Ecuador,1247,2014,0.7,U.S.A.,2.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312
361,361,372,Cello,Peru,1247,2014,0.7,U.S.A.,2.75,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967
362,362,373,Cello,Venezuela,1251,2014,0.7,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238
363,363,374,Cello,Bolivia,1251,2014,0.7,U.S.A.,3.0,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902
364,364,375,Cemoi,Equateur,404,2009,0.72,France,2.75,Ecuador,46.6,2.21,144,somewhat common,Average Amount,-78.1834,-1.8312
365,365,376,Chaleur B,Uganda,1426,2014,0.7,Canada,2.75,Uganda,56.13,-106.35,117,somewhat rare,Average Amount,32.2903,1.3733
366,366,377,Charm School,Maya Mtn,1900,2016,0.7,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899
367,367,378,Chchukululu (Tulicorp),Arriba,486,2010,0.55,Ecuador,2.75,Ecuador,-1.83,-78.18,54,rare,Light Amount,-78.1834,-1.8312
368,368,379,Chchukululu (Tulicorp),Los Rios,252,2008,0.75,Ecuador,3.0,Ecuador,-1.83,-78.18,54,rare,Average Amount,-78.1834,-1.8312
369,369,380,Chequessett,la Amistad,1235,2014,0.7,U.S.A.,3.5,Costa Rica,37.09,-95.71,738,most common,Average Amount,-84.0739,9.7489
370,370,382,Chocablog,Ecuador,1454,2015,0.7,U.K.,3.25,Ecuador,55.37,-1.17,95,somewhat rare,Average Amount,-78.1834,-1.8312
371,371,383,Choco Del Sol,Maya Mountain w/ nibs,1407,2014,0.75,Germany,3.0,Belize,51.17,10.45,35,rare,Average Amount,-88.4977,17.1899
372,372,384,Choco Del Sol,Maya Mountain,1407,2014,0.82,Germany,3.25,Belize,51.17,10.45,35,rare,High Amount,-88.4977,17.1899
373,373,385,Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,0.7,South Korea,2.75,Vietnam,35.91,127.77,5,extra rare,Average Amount,108.2772,14.0583
374,374,386,Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,0.7,South Korea,3.5,Malaysia,35.91,127.77,5,extra rare,Average Amount,101.9758,4.2105
375,375,387,Chocolarder,Peru,1482,2015,0.65,U.K.,2.5,Peru,55.37,-1.17,95,somewhat rare,Average Amount,-75.0152,-9.189967
376,376,388,Chocolarder,Peru + nibs,1482,2015,0.65,U.K.,2.75,Peru,55.37,-1.17,95,somewhat rare,Average Amount,-75.0152,-9.189967
377,377,389,Chocolarder,Dominican Republic,1514,2015,0.8,U.K.,2.5,Dominican Republic,55.37,-1.17,95,somewhat rare,High Amount,-70.1627,18.7357
378,378,390,Chocola'te,Madagascar,647,2011,0.7,U.S.A.,3.75,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669
379,379,391,Chocola'te,Venezuela,647,2011,0.68,U.S.A.,3.75,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238
380,380,392,Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,0.9,U.S.A.,2.5,Peru,37.09,-95.71,738,most common,High Amount,-75.0152,-9.189967
381,381,394,Chocolate Con Amor,Wild Bolivian,1760,2016,0.7,U.S.A.,2.5,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902
382,382,395,Chocolate Con Amor,Uganda,1760,2016,0.7,U.S.A.,2.75,Uganda,37.09,-95.71,738,most common,Average Amount,32.2903,1.3733
383,383,396,Chocolate Con Amor,Dominican Republic,1764,2016,0.6,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Light Amount,-70.1627,18.7357
384,384,397,Chocolate Con Amor,Dominican Republic,1764,2016,0.75,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357
385,385,398,Chocolate Con Amor,Ocumare,1764,2016,0.8,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,High Amount,-66.5897,6.4238
386,386,399,Chocolate Con Amor,Ecuador,1764,2016,0.7,U.S.A.,3.25,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312
387,387,400,Chocolate Con Amor,Nicaragua,1768,2016,0.8,U.S.A.,2.75,Nicaragua,37.09,-95.71,738,most common,High Amount,-85.2072,12.8654
388,388,401,Chocolate Conspiracy,Peru,1259,2014,0.74,U.S.A.,2.75,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967
389,389,402,Chocolate Makers,Tres Hombres,1530,2015,0.75,Amsterdam,3.25,Dominican Republic,52.37,4.9,4,extra rare,Average Amount,-70.1627,18.7357
390,390,403,Chocolate Makers,"Congo, Gorilla bar",1530,2015,0.68,Amsterdam,3.5,Congo,52.37,4.9,4,extra rare,Average Amount,23.656,-4.0383
391,391,404,Chocolate Makers,"Peru, Awagum bar",1530,2015,0.8,Amsterdam,3.75,Peru,52.37,4.9,4,extra rare,High Amount,-75.0152,-9.189967
392,392,405,"Chocolate Tree, The",Maranon,1582,2015,0.69,Scotland,3.75,Peru,56.49,-4.2,10,extra rare,Average Amount,-75.0152,-9.189967
393,393,406,"Chocolate Tree, The",Carenero Superior,1582,2015,0.8,Scotland,3.75,Venezuela,56.49,-4.2,10,extra rare,High Amount,-66.5897,6.4238
394,394,407,"Chocolate Tree, The",Peru,1121,2013,0.7,Scotland,3.75,Peru,56.49,-4.2,10,extra rare,Average Amount,-75.0152,-9.189967
395,395,408,"Chocolate Tree, The",Ecuador,919,2012,0.82,Scotland,2.5,Ecuador,56.49,-4.2,10,extra rare,High Amount,-78.1834,-1.8312
396,396,409,"Chocolate Tree, The",Peru,919,2012,0.68,Scotland,2.75,Peru,56.49,-4.2,10,extra rare,Average Amount,-75.0152,-9.189967
397,397,410,"Chocolate Tree, The",Madagascar,919,2012,0.72,Scotland,3.25,Madagascar,56.49,-4.2,10,extra rare,Average Amount,46.8691,-18.7669
398,398,411,Chocolats Privilege,Xoconusco,1219,2014,0.7,Canada,2.5,Mexico,56.13,-106.35,117,somewhat rare,Average Amount,-102.5528,23.6345
399,399,412,ChocoReko,Patanemo,1454,2015,0.77,Japan,3.0,Venezuela,36.2,138.25,17,extra rare,Average Amount,-66.5897,6.4238
400,400,413,Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,0.65,Canada,3.25,Mexico,56.13,-106.35,117,somewhat rare,Average Amount,-102.5528,23.6345
401,401,414,Chocovic,Xoconusco,478,2010,0.71,Spain,3.25,Mexico,40.46,-3.7,21,extra rare,Average Amount,-102.5528,23.6345
402,402,415,Chocovic,Sambirano,478,2010,0.71,Spain,3.5,Madagascar,40.46,-3.7,21,extra rare,Average Amount,46.8691,-18.7669
403,403,418,Chocovic,Ocumare,209,2008,0.71,Spain,3.5,Venezuela,40.46,-3.7,21,extra rare,Average Amount,-66.5897,6.4238
404,404,419,Chocovic,"Bolivar, Guaranda",117,2007,0.71,Spain,2.5,Ecuador,40.46,-3.7,21,extra rare,Average Amount,-78.1834,-1.8312
405,405,420,Chocovic,Guyave,117,2007,0.71,Spain,2.5,Grenada,40.46,-3.7,21,extra rare,Average Amount,-61.6042,12.1165
406,406,422,Chocovivo,Tabasco,1522,2015,0.65,U.S.A.,2.5,Mexico,37.09,-95.71,738,most common,Average Amount,-102.5528,23.6345
407,407,423,Chocovivo,Tabasco,1522,2015,0.75,U.S.A.,2.5,Mexico,37.09,-95.71,738,most common,Average Amount,-102.5528,23.6345
408,408,424,Choklat,Ocumare,377,2009,0.8,Canada,2.5,Venezuela,56.13,-106.35,117,somewhat rare,High Amount,-66.5897,6.4238
409,409,425,Choklat,"Porcelana, Tabasco",377,2009,0.7,Canada,2.75,Mexico,56.13,-106.35,117,somewhat rare,Average Amount,-102.5528,23.6345
410,410,426,Choklat,Brazilian,377,2009,0.7,Canada,3.0,Brazil,56.13,-106.35,117,somewhat rare,Average Amount,-51.9253,-14.235
411,411,427,Choklat,Brazilian,377,2009,0.8,Canada,3.0,Brazil,56.13,-106.35,117,somewhat rare,High Amount,-51.9253,-14.235
412,412,428,Choklat,Ocumare,377,2009,0.7,Canada,3.0,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount,-66.5897,6.4238
413,413,429,Chokolat Elot (Girard),Guadeloupe,1149,2013,0.42,Martinique,2.75,Martinique,14.64,-61.03,1,extra rare,Light Amount,-61.0242,14.6415
414,414,430,Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,0.75,Canada,3.25,Mexico,56.13,-106.35,117,somewhat rare,Average Amount,-102.5528,23.6345
415,415,431,Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,0.68,Canada,3.75,Peru,56.13,-106.35,117,somewhat rare,Average Amount,-75.0152,-9.189967
416,416,432,Chuao Chocolatier,Choroni,445,2009,0.61,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,Light Amount,-66.5897,6.4238
417,417,433,Chuao Chocolatier (Pralus),Chuao,486,2010,0.77,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238
418,418,434,Claudio Corallo,Terreiro Velho P.,470,2010,0.735,Sao Tome,3.75,Sao Tome & Principe,0.23,6.73,4,extra rare,Average Amount,6.6131,0.1864
419,419,435,Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,0.8,Sao Tome,3.0,Sao Tome & Principe,0.23,6.73,4,extra rare,High Amount,6.6131,0.1864
420,420,436,Claudio Corallo,Terreiro Velho P.,227,2008,0.75,Sao Tome,4.0,Sao Tome & Principe,0.23,6.73,4,extra rare,Average Amount,6.6131,0.1864
421,421,437,Claudio Corallo,Principe,252,2008,1.0,Sao Tome,1.0,Sao Tome & Principe,0.23,6.73,4,extra rare,High Amount,6.6131,0.1864
422,422,438,Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,0.73,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312
423,423,439,Coleman & Davis,Sambirano,1646,2015,0.75,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669
424,424,440,Compania de Chocolate (Salgado),Sur del Lago,579,2010,0.7,Argentina,3.25,Venezuela,-38.42,-63.62,9,extra rare,Average Amount,-66.5897,6.4238
425,425,441,Compania de Chocolate (Salgado),Carenero Superior,292,2008,0.8,Argentina,2.75,Venezuela,-38.42,-63.62,9,extra rare,High Amount,-66.5897,6.4238
426,426,442,Compania de Chocolate (Salgado),Moxos,292,2008,0.72,Argentina,3.25,Bolivia,-38.42,-63.62,9,extra rare,Average Amount,-63.5887,-16.2902
427,427,443,Compania de Chocolate (Salgado),Ocumare,292,2008,0.7,Argentina,3.75,Venezuela,-38.42,-63.62,9,extra rare,Average Amount,-66.5897,6.4238
428,428,444,Compania de Chocolate (Salgado),Esmeraldas,296,2008,0.88,Argentina,2.75,Ecuador,-38.42,-63.62,9,extra rare,High Amount,-78.1834,-1.8312
429,429,445,Condor,Camino Verde,1630,2015,0.76,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312
430,430,446,Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,0.78,U.S.A.,2.75,Vietnam,37.09,-95.71,738,most common,Average Amount,108.2772,14.0583
431,431,447,Coppeneur,"Ecuador, Puristique",1169,2013,0.65,Germany,3.25,Ecuador,51.17,10.45,35,rare,Average Amount,-78.1834,-1.8312
432,432,448,Coppeneur,Ghana Puristique,813,2012,0.85,Germany,3.5,Ghana,51.17,10.45,35,rare,High Amount,-1.0232,7.9465
433,433,449,Coppeneur,Ecuador Puristique,817,2012,1.0,Germany,1.5,Ecuador,51.17,10.45,35,rare,High Amount,-78.1834,-1.8312
434,434,450,Coppeneur,Uba Budo,821,2012,0.72,Germany,3.75,Sao Tome & Principe,51.17,10.45,35,rare,Average Amount,6.6131,0.1864
435,435,451,Coppeneur,Madagascar,959,2012,0.7,Germany,3.5,Madagascar,51.17,10.45,35,rare,Average Amount,46.8691,-18.7669
436,436,452,Coppeneur,Grenada,470,2010,0.72,Germany,3.25,Grenada,51.17,10.45,35,rare,Average Amount,-61.6042,12.1165
437,437,453,Coppeneur,Chuao,478,2010,0.7,Germany,3.0,Venezuela,51.17,10.45,35,rare,Average Amount,-66.5897,6.4238
438,438,454,Coppeneur,"Los Rios, H. Iara",558,2010,0.72,Germany,2.5,Ecuador,51.17,10.45,35,rare,Average Amount,-78.1834,-1.8312
439,439,455,Coppeneur,Trinidad,558,2010,0.72,Germany,3.0,Trinidad,51.17,10.45,35,rare,Average Amount,-61.2225,10.6918
440,440,456,Coppeneur,Jamaica,558,2010,0.72,Germany,3.25,Jamaica,51.17,10.45,35,rare,Average Amount,-77.2975,18.1096
441,441,457,Coppeneur,Ocumare 61,558,2010,0.72,Germany,3.25,Venezuela,51.17,10.45,35,rare,Average Amount,-66.5897,6.4238
442,442,458,Coppeneur,"Porcelana, Apotequil",341,2009,0.72,Germany,3.0,Peru,51.17,10.45,35,rare,Average Amount,-75.0152,-9.189967
443,443,459,Coppeneur,"Porcelana, Apotequil",445,2009,0.62,Germany,3.25,Peru,51.17,10.45,35,rare,Light Amount,-75.0152,-9.189967
444,444,460,Coppeneur,Chuao 100hr,451,2009,0.7,Germany,3.5,Venezuela,51.17,10.45,35,rare,Average Amount,-66.5897,6.4238
445,445,461,Coppeneur,Chuao 70hr,451,2009,0.7,Germany,3.75,Venezuela,51.17,10.45,35,rare,Average Amount,-66.5897,6.4238
446,446,462,Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,0.72,Germany,3.0,Mexico,51.17,10.45,35,rare,Average Amount,-102.5528,23.6345
447,447,463,Coppeneur,"Porcelana, Venezuela",220,2008,0.72,Germany,3.0,Venezuela,51.17,10.45,35,rare,Average Amount,-66.5897,6.4238
448,448,464,Coppeneur,"Sambirano, Menava P.",196,2007,0.72,Germany,3.0,Madagascar,51.17,10.45,35,rare,Average Amount,46.8691,-18.7669
449,449,466,Cravve,New Ireland,1283,2014,0.7,Australia,2.5,Papua New Guinea,-25.27,133.78,46,rare,Average Amount,147.3257,-6.314993
450,450,467,Cravve,"Vanuatu, batch 2410",1335,2014,0.83,Australia,2.75,Vanuatu,-25.27,133.78,46,rare,High Amount,166.9592,-15.3767
451,451,468,Cravve,"Tanzania, batch a1",971,2012,0.75,Australia,3.25,Tanzania,-25.27,133.78,46,rare,Average Amount,34.8888,-6.369028
452,452,469,Cravve,"Bahia, batch a1213",975,2012,0.65,Australia,3.25,Brazil,-25.27,133.78,46,rare,Average Amount,-51.9253,-14.235
453,453,470,Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,0.67,Australia,3.25,Fiji,-25.27,133.78,46,rare,Average Amount,179.4144,-17.7134
454,454,471,Cravve,Vanuatu,975,2012,0.64,Australia,3.25,Vanuatu,-25.27,133.78,46,rare,Light Amount,166.9592,-15.3767
455,455,472,Cravve,Djual Island,975,2012,0.75,Australia,3.5,Papua New Guinea,-25.27,133.78,46,rare,Average Amount,147.3257,-6.314993
456,456,473,Creo,"""heirloom"", Arriba Nacional",1736,2016,0.85,U.S.A.,3.25,Ecuador,37.09,-95.71,738,most common,High Amount,-78.1834,-1.8312
457,457,474,Creo,"""heirloom"", Arriba Nacional",1736,2016,0.73,U.S.A.,3.75,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312
458,458,475,Daintree,Goodman Estate,1654,2015,0.7,Australia,2.75,Australia,-25.27,133.78,46,rare,Average Amount,133.7751,-25.2744
459,459,476,Daintree,"Daintree Estates, N. Queensland",785,2011,0.7,Australia,3.25,Australia,-25.27,133.78,46,rare,Average Amount,133.7751,-25.2744
460,460,477,Dalloway,"Dominican Republic, batch 7",1928,2017,0.72,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357
461,461,478,Damson,Robson Estate,1610,2015,0.7,U.K.,3.0,Trinidad,55.37,-1.17,95,somewhat rare,Average Amount,-61.2225,10.6918
462,462,479,Damson,Los Rios,1610,2015,0.7,U.K.,3.5,Ecuador,55.37,-1.17,95,somewhat rare,Average Amount,-78.1834,-1.8312
463,463,480,Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,0.7,U.K.,2.25,Grenada,55.37,-1.17,95,somewhat rare,Average Amount,-61.6042,12.1165
464,464,481,Damson,O'Payo,1666,2015,0.7,U.K.,2.75,Nicaragua,55.37,-1.17,95,somewhat rare,Average Amount,-85.2072,12.8654
465,465,483,Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,0.7,U.S.A.,3.0,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899
466,466,484,Dandelion,Maya Mountain,1219,2014,0.7,U.S.A.,3.5,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899
467,467,485,Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,0.7,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312
468,468,486,Dandelion,Buto,1303,2014,0.7,U.S.A.,2.75,Liberia,37.09,-95.71,738,most common,Average Amount,-9.4295,6.4281
469,469,487,Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,0.7,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357
470,470,488,Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,0.7,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238
471,471,489,Dandelion,Patanemo,1026,2013,0.7,U.S.A.,3.25,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238
472,472,490,Dandelion,"Mantuano, 2012",1085,2013,0.7,U.S.A.,3.5,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238
473,473,491,Dandelion,Papua New Guinea,1153,2013,0.7,U.S.A.,3.5,Papua New Guinea,37.09,-95.71,738,most common,Average Amount,147.3257,-6.314993
474,474,492,Dandelion,Upala,805,2012,0.7,U.S.A.,3.0,Costa Rica,37.09,-95.71,738,most common,Average Amount,-84.0739,9.7489
475,475,493,Dandelion,Colombian,805,2012,0.7,U.S.A.,3.25,Colombia,37.09,-95.71,738,most common,Average Amount,-74.2973,4.5709
476,476,494,Dandelion,"Elvesia, 2011",915,2012,0.7,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357
477,477,495,Dandelion,Dominican Republic,654,2011,0.7,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357
478,478,496,Dandelion,Madagascar,654,2011,0.7,U.S.A.,3.25,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669
479,479,497,Dandelion,Tanzania,654,2011,0.7,U.S.A.,3.25,Tanzania,37.09,-95.71,738,most common,Average Amount,34.8888,-6.369028
480,480,498,Danta,Los Ujuxtes,1223,2014,0.82,Guatemala,3.25,Guatemala,15.78,-90.23,10,extra rare,High Amount,-90.2308,15.7835
481,481,499,Danta,Chuao,987,2012,0.75,Guatemala,3.0,Venezuela,15.78,-90.23,10,extra rare,Average Amount,-66.5897,6.4238
482,482,500,Danta,Los Ujuxtes,987,2012,0.7,Guatemala,3.75,Guatemala,15.78,-90.23,10,extra rare,Average Amount,-90.2308,15.7835
483,483,501,Danta,Sambirano,987,2012,0.7,Guatemala,3.75,Madagascar,15.78,-90.23,10,extra rare,Average Amount,46.8691,-18.7669
484,484,502,Danta,Las Acacias E.,987,2012,0.7,Guatemala,4.0,Guatemala,15.78,-90.23,10,extra rare,Average Amount,-90.2308,15.7835
485,485,503,Danta,"Oscuro, Finca Chimelb",991,2012,0.7,Guatemala,3.25,Guatemala,15.78,-90.23,10,extra rare,Average Amount,-90.2308,15.7835
486,486,504,Danta,Los Ujuxtes,661,2011,0.6,Guatemala,3.5,Guatemala,15.78,-90.23,10,extra rare,Light Amount,-90.2308,15.7835
487,487,505,Danta,Las Acacias E.,423,2009,0.75,Guatemala,3.0,Guatemala,15.78,-90.23,10,extra rare,Average Amount,-90.2308,15.7835
488,488,506,Danta,Las Acacias E.,423,2009,0.6,Guatemala,3.25,Guatemala,15.78,-90.23,10,extra rare,Light Amount,-90.2308,15.7835
489,489,507,DAR,"Venezuela, batch 122",1920,2016,0.72,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238
490,490,508,DAR,Vietnam,1920,2016,0.72,U.S.A.,3.0,Vietnam,37.09,-95.71,738,most common,Average Amount,108.2772,14.0583
491,491,509,DAR,"DUO, batch 002",1920,2016,0.7,U.S.A.,3.25,"Ecuador, Costa Rica",37.09,-95.71,738,most common,Average Amount,-81.0,1.0
492,492,510,Dark Forest,Bolivia,1708,2016,0.75,U.S.A.,3.25,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902
493,493,511,Dark Forest,Madagascar,1550,2015,0.7,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669
494,494,512,Dark Forest,Ocumare,1550,2015,0.7,U.S.A.,3.25,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238
495,495,513,Dark Forest,Tanzania,1554,2015,0.7,U.S.A.,3.0,Tanzania,37.09,-95.71,738,most common,Average Amount,34.8888,-6.369028
496,496,514,Dark Forest,Ecuador,1554,2015,0.7,U.S.A.,3.25,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312
497,497,515,Davis,Ghana,1093,2013,0.7,U.S.A.,2.5,Ghana,37.09,-95.71,738,most common,Average Amount,-1.0232,7.9465
498,498,516,Davis,Rainforest,1093,2013,0.7,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357
499,499,517,Davis,Venezuela,1093,2013,0.7,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238
500,500,518,Davis,West Africa,907,2012,0.58,U.S.A.,3.25,West Africa,37.09,-95.71,738,most common,Light Amount,-3.5,10.0
501,501,519,De Mendes,"Nativo, Varzea",1462,2015,0.72,Brazil,3.5,Brazil,-14.24,-51.93,17,extra rare,Average Amount,-51.9253,-14.235
502,502,520,De Mendes,"Selvagem, Jari",1462,2015,0.65,Brazil,3.5,Brazil,-14.24,-51.93,17,extra rare,Average Amount,-51.9253,-14.235
503,503,521,De Villiers,Bundibugyo District,1832,2016,0.7,South Africa,2.5,Uganda,-30.56,22.94,3,extra rare,Average Amount,32.2903,1.3733
504,504,522,De Villiers,"Sambirano Valley, batch 2477",1832,2016,0.7,South Africa,3.0,Madagascar,-30.56,22.94,3,extra rare,Average Amount,46.8691,-18.7669
505,505,523,Dean and Deluca (Belcolade),Madagascar,170,2007,0.66,U.S.A.,2.5,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669
506,506,524,Dean and Deluca (Belcolade),Costa Rica,175,2007,0.64,U.S.A.,3.0,Costa Rica,37.09,-95.71,738,most common,Light Amount,-84.0739,9.7489
507,507,525,Dean and Deluca (Belcolade),Ecuador,175,2007,0.71,U.S.A.,3.0,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312
508,508,526,Dean and Deluca (Belcolade),Ghana,175,2007,0.6,U.S.A.,3.0,Ghana,37.09,-95.71,738,most common,Light Amount,-1.0232,7.9465
509,509,527,Dean and Deluca (Belcolade),Papua New Guinea,180,2007,0.64,U.S.A.,3.0,Papua New Guinea,37.09,-95.71,738,most common,Light Amount,147.3257,-6.314993
510,510,528,Dean and Deluca (Belcolade),Peru,180,2007,0.64,U.S.A.,3.0,Peru,37.09,-95.71,738,most common,Light Amount,-75.0152,-9.189967
511,511,529,Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,0.64,France,3.0,Papua New Guinea,46.6,2.21,144,somewhat common,Light Amount,147.3257,-6.314993
